KiB used, 468792 buff/cache
720 11.1 0.4 0:11.58
720 10.0 0.4 0:11.64
720 5.6 0.4 0:11.68
720 11.1 0.4 0:11.74
720 11.1 0.4 0:11.80
720 5.6 0.4 0:11.84
720 10.5 0.4 0:11.90
720 0.0 0.4 0:11.94
720 4.3 0.4 0:12.00
720 5.6 0.4 0:12.04
720 5.6 0.4 0:12.09
720 5.3 0.4 0:12.13
720 5.6 0.4 0:12.18
720 5.6 0.4 0:12.23
720 5.6 0.4 0:12.28
720 5.6 0.4 0:12.33
720 5.6 0.4 0:12.38
720 9.5 0.4 0:12.44
720 5.6 0.4 0:12.48
720 5.6 0.4 0:12.52
720 0.0 0.4 0:12.57
720 5.6 0.4 0:12.62
720 0.0 0.4 0:12.66
720 5.6 0.4 0:12.71
720 0.0 0.4 0:12.75
720 5.6 0.4 0:12.80
720 0.0 0.4 0:12.84
720 4.5 0.4 0:12.89
720 11.1 0.4 0:12.94
720 5.6 0.4 0:12.99
720 0.0 0.4 0:13.03
720 5.6 0.4 0:13.08
720 5.6 0.4 0:13.12
720 5.6 0.4 0:13.17
720 5.0 0.4 0:13.22
720 5.3 0.4 0:13.27
720 5.3 0.4 0:13.31
720 5.6 0.4 0:13.36
720 11.8 0.4 0:13.41
720 11.1 0.4 0:13.46
720 5.3 0.4 0:13.51
720 11.1 0.4 0:13.56
720 5.3 0.4 0:13.61
720 5.3 0.4 0:13.65
720 5.6 0.4 0:13.70
720 0.0 0.4 0:13.74
720 11.1 0.4 0:13.80
720 11.1 0.4 0:13.84
720 5.6 0.4 0:13.89
720 5.6 0.4 0:13.94
720 10.5 0.4 0:14.00
720 11.1 0.4 0:14.06
720 5.6 0.4 0:14.11
720 0.0 0.4 0:14.15
720 0.0 0.4 0:14.21
720 5.6 0.4 0:14.25
720 5.6 0.4 0:14.31
720 5.3 0.4 0:14.35
720 11.1 0.4 0:14.40
720 10.5 0.4 0:14.45
720 5.6 0.4 0:14.50
720 11.1 0.4 0:14.55
720 11.1 0.4 0:14.60
720 5.6 0.4 0:14.64
720 0.0 0.4 0:14.69
720 10.5 0.4 0:14.75
720 11.1 0.4 0:14.80
KiB used, 470380 buff/cache
720 5.3 0.4 0:14.89
720 0.0 0.4 0:14.94
720 5.6 0.4 0:14.99
720 5.3 0.4 0:15.03
720 11.1 0.4 0:15.09
720 0.0 0.4 0:15.13
720 0.0 0.4 0:15.18
720 0.0 0.4 0:15.23
720 5.6 0.4 0:15.28
17200 16.7 0.2 0:00.03
17209 11.1 0.2 0:00.04
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
720 0.0 0.4 0:15.34
