KiB used, 419132 buff/cache
715 5.6 0.4 3:13.47
715 5.3 0.4 3:13.51
715 5.3 0.4 3:13.55
715 5.6 0.4 3:13.59
715 5.3 0.4 3:13.63
715 5.6 0.4 3:13.66
715 0.0 0.4 3:13.70
715 4.8 0.4 3:13.75
715 5.6 0.4 3:13.79
715 5.3 0.4 3:13.83
715 5.6 0.4 3:13.86
715 10.5 0.4 3:13.91
715 5.0 0.4 3:13.94
715 4.8 0.4 3:13.98
715 5.6 0.4 3:14.01
715 0.0 0.4 3:14.05
715 0.0 0.4 3:14.08
715 0.0 0.4 3:14.12
715 5.6 0.4 3:14.16
715 5.3 0.4 3:14.20
715 5.6 0.4 3:14.24
715 5.6 0.4 3:14.28
715 5.3 0.4 3:14.32
715 5.3 0.4 3:14.36
715 11.1 0.4 3:14.41
715 5.6 0.4 3:14.44
715 9.5 0.4 3:14.50
715 0.0 0.4 3:14.54
715 0.0 0.4 3:14.57
715 11.1 0.4 3:14.61
715 5.6 0.4 3:14.65
7157 10.5 0.2 0:00.04
715 10.0 0.4 3:14.74
KiB used, 419772 buff/cache
715 5.3 0.4 3:14.81
715 0.0 0.4 3:14.84
715 5.6 0.4 3:14.88
715 10.5 0.4 3:14.93
715 11.1 0.4 3:14.97
715 5.3 0.4 3:15.01
715 0.0 0.4 3:15.04
715 10.0 0.4 3:15.10
715 5.6 0.4 3:15.13
715 5.6 0.4 3:15.17
715 4.5 0.4 3:15.21
715 0.0 0.4 3:15.24
715 5.6 0.4 3:15.28
715 5.0 0.4 3:15.32
715 0.0 0.4 3:15.35
715 5.6 0.4 3:15.39
715 5.6 0.4 3:15.42
715 5.6 0.4 3:15.46
715 5.6 0.4 3:15.50
715 5.3 0.4 3:15.54
715 0.0 0.4 3:15.58
715 5.6 0.4 3:15.62
715 0.0 0.4 3:15.66
715 5.0 0.4 3:15.70
715 0.0 0.4 3:15.73
715 5.3 0.4 3:15.77
715 5.3 0.4 3:15.81
715 5.6 0.4 3:15.84
715 0.0 0.4 3:15.87
715 5.6 0.4 3:15.92
715 5.6 0.4 3:15.95
715 5.6 0.4 3:15.99
715 5.6 0.4 3:16.03
715 0.0 0.4 3:16.08
715 16.7 0.4 3:16.13
715 5.0 0.4 3:16.16
715 5.6 0.4 3:16.20
715 0.0 0.4 3:16.23
715 0.0 0.4 3:16.27
715 0.0 0.4 3:16.31
715 5.3 0.4 3:16.35
715 10.5 0.4 3:16.40
715 0.0 0.4 3:16.43
715 5.3 0.4 3:16.47
715 0.0 0.4 3:16.47
715 0.0 0.4 3:16.47
715 0.0 0.4 3:16.47
715 0.0 0.4 3:16.47
715 0.0 0.4 3:16.47
715 0.0 0.4 3:16.47
715 0.0 0.4 3:16.47
715 0.0 0.4 3:16.47
715 0.0 0.4 3:16.47
715 0.0 0.4 3:16.47
715 0.0 0.4 3:16.47
