KiB used, 356764 buff/cache
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
KiB 1536708 avail Mem
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.71
708 0.0 0.3 0:20.72
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 0.0 0.3 0:20.75
708 5.3 0.3 0:20.76
708 0.0 0.3 0:20.76
708 0.0 0.3 0:20.76
708 0.0 0.3 0:20.80
KiB used, 357084 buff/cache
KiB used, 357084 buff/cache
KiB used, 357088 buff/cache
KiB used, 357088 buff/cache
KiB used, 357088 buff/cache
KiB used, 357084 buff/cache
KiB used, 357084 buff/cache
KiB used, 357084 buff/cache
KiB used, 357084 buff/cache
KiB used, 357084 buff/cache
KiB used, 357084 buff/cache
KiB used, 357084 buff/cache
KiB used, 357084 buff/cache
708 0.0 0.3 0:20.80
708 0.0 0.3 0:20.81
708 0.0 0.3 0:20.81
708 0.0 0.3 0:20.81
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.84
708 0.0 0.3 0:20.85
708 5.6 0.3 0:20.86
708 0.0 0.3 0:20.86
708 0.0 0.3 0:20.86
708 0.0 0.3 0:20.86
708 9.5 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.89
708 0.0 0.3 0:20.90
708 0.0 0.3 0:20.90
708 0.0 0.3 0:20.90
708 0.0 0.3 0:20.91
708 0.0 0.3 0:20.91
708 0.0 0.3 0:20.91
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.95
708 0.0 0.3 0:20.96
708 0.0 0.3 0:20.96
708 0.0 0.3 0:20.96
708 0.0 0.3 0:20.97
708 5.6 0.3 0:20.98
708 0.0 0.3 0:20.98
708 0.0 0.3 0:21.00
708 0.0 0.3 0:21.00
708 0.0 0.3 0:21.00
708 0.0 0.3 0:21.00
708 0.0 0.3 0:21.00
708 0.0 0.3 0:21.00
708 0.0 0.3 0:21.00
708 0.0 0.3 0:21.00
708 0.0 0.3 0:21.01
708 0.0 0.3 0:21.01
708 0.0 0.3 0:21.01
708 0.0 0.3 0:21.01
708 0.0 0.3 0:21.01
708 0.0 0.3 0:21.01
708 0.0 0.3 0:21.02
708 0.0 0.3 0:21.02
708 0.0 0.3 0:21.03
708 0.0 0.3 0:21.04
708 0.0 0.3 0:21.07
708 0.0 0.3 0:21.07
708 0.0 0.3 0:21.07
708 0.0 0.3 0:21.07
708 0.0 0.3 0:21.07
708 0.0 0.3 0:21.07
708 0.0 0.3 0:21.07
708 0.0 0.3 0:21.07
708 5.6 0.3 0:21.08
708 0.0 0.3 0:21.08
708 0.0 0.3 0:21.08
708 0.0 0.3 0:21.08
708 0.0 0.3 0:21.08
708 0.0 0.3 0:21.08
708 0.0 0.3 0:21.09
708 0.0 0.3 0:21.09
708 0.0 0.3 0:21.09
708 0.0 0.3 0:21.10
708 10.5 0.3 0:21.12
708 0.0 0.3 0:21.12
708 0.0 0.3 0:21.12
708 0.0 0.3 0:21.12
708 0.0 0.3 0:21.12
708 0.0 0.3 0:21.12
708 0.0 0.3 0:21.12
708 0.0 0.3 0:21.13
708 0.0 0.3 0:21.13
708 0.0 0.3 0:21.13
708 0.0 0.3 0:21.13
708 0.0 0.3 0:21.13
708 0.0 0.3 0:21.13
708 0.0 0.3 0:21.13
708 0.0 0.3 0:21.14
708 0.0 0.3 0:21.15
708 0.0 0.3 0:21.15
708 0.0 0.3 0:21.15
708 0.0 0.3 0:21.16
708 0.0 0.3 0:21.18
708 0.0 0.3 0:21.18
708 5.3 0.3 0:21.19
708 0.0 0.3 0:21.19
708 0.0 0.3 0:21.19
708 0.0 0.3 0:21.19
708 0.0 0.3 0:21.19
708 0.0 0.3 0:21.19
708 0.0 0.3 0:21.19
708 0.0 0.3 0:21.19
708 0.0 0.3 0:21.19
708 0.0 0.3 0:21.19
708 5.6 0.3 0:21.20
708 5.6 0.3 0:21.21
708 0.0 0.3 0:21.22
708 0.0 0.3 0:21.23
708 0.0 0.3 0:21.23
708 0.0 0.3 0:21.23
708 0.0 0.3 0:21.25
708 0.0 0.3 0:21.25
708 0.0 0.3 0:21.25
708 0.0 0.3 0:21.25
708 0.0 0.3 0:21.25
708 0.0 0.3 0:21.25
708 0.0 0.3 0:21.25
708 0.0 0.3 0:21.25
708 0.0 0.3 0:21.26
708 0.0 0.3 0:21.26
708 0.0 0.3 0:21.26
708 0.0 0.3 0:21.26
708 0.0 0.3 0:21.26
708 0.0 0.3 0:21.27
708 11.1 0.3 0:21.29
708 0.0 0.3 0:21.29
708 0.0 0.3 0:21.29
708 0.0 0.3 0:21.30
708 0.0 0.3 0:21.32
708 0.0 0.3 0:21.32
708 0.0 0.3 0:21.32
708 0.0 0.3 0:21.32
708 0.0 0.3 0:21.32
708 0.0 0.3 0:21.32
708 0.0 0.3 0:21.32
708 0.0 0.3 0:21.32
708 0.0 0.3 0:21.32
708 0.0 0.3 0:21.33
708 0.0 0.3 0:21.33
708 0.0 0.3 0:21.33
708 0.0 0.3 0:21.33
708 0.0 0.3 0:21.33
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
17084 16.7 0.2 0:00.03
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
708 0.0 0.3 0:21.35
