KiB used, 307524 buff/cache
716 5.3 0.4 0:49.19
716 0.0 0.4 0:49.21
716 0.0 0.4 0:49.24
716 0.0 0.4 0:49.27
716 5.6 0.4 0:49.30
716 5.3 0.4 0:49.32
716 5.6 0.4 0:49.35
716 5.6 0.4 0:49.38
716 0.0 0.4 0:49.40
716 5.6 0.4 0:49.43
716 0.0 0.4 0:49.45
716 5.6 0.4 0:49.48
716 5.3 0.4 0:49.50
716 0.0 0.4 0:49.52
716 10.5 0.4 0:49.57
716 0.0 0.4 0:49.58
716 5.6 0.4 0:49.61
716 0.0 0.4 0:49.63
716 5.3 0.4 0:49.66
716 5.6 0.4 0:49.69
716 0.0 0.4 0:49.72
716 5.6 0.4 0:49.75
716 0.0 0.4 0:49.77
716 5.6 0.4 0:49.80
716 0.0 0.4 0:49.82
716 0.0 0.4 0:49.85
716 0.0 0.4 0:49.87
716 0.0 0.4 0:49.90
716 0.0 0.4 0:49.92
716 5.3 0.4 0:49.94
716 0.0 0.4 0:49.96
716 0.0 0.4 0:49.99
716 0.0 0.4 0:50.01
716 5.6 0.4 0:50.05
716 5.3 0.4 0:50.08
716 5.6 0.4 0:50.11
716 0.0 0.4 0:50.13
716 0.0 0.4 0:50.16
716 0.0 0.4 0:50.19
716 0.0 0.4 0:50.22
716 0.0 0.4 0:50.24
716 5.3 0.4 0:50.27
716 5.3 0.4 0:50.29
716 5.6 0.4 0:50.32
716 0.0 0.4 0:50.34
716 5.6 0.4 0:50.37
716 0.0 0.4 0:50.39
716 0.0 0.4 0:50.41
716 5.3 0.4 0:50.45
716 0.0 0.4 0:50.47
716 5.6 0.4 0:50.50
716 5.3 0.4 0:50.53
716 0.0 0.4 0:50.55
716 5.6 0.4 0:50.58
716 5.6 0.4 0:50.61
716 5.0 0.4 0:50.63
716 5.0 0.4 0:50.66
716 5.3 0.4 0:50.68
716 0.0 0.4 0:50.70
716 0.0 0.4 0:50.73
716 5.3 0.4 0:50.76
716 0.0 0.4 0:50.78
716 5.6 0.4 0:50.81
716 0.0 0.4 0:50.83
716 5.0 0.4 0:50.86
716 0.0 0.4 0:50.89
716 0.0 0.4 0:50.92
716 0.0 0.4 0:50.94
716 0.0 0.4 0:50.96
716 5.0 0.4 0:50.99
716 0.0 0.4 0:51.01
716 0.0 0.4 0:51.04
716 5.3 0.4 0:51.07
716 0.0 0.4 0:51.09
716 5.6 0.4 0:51.12
716 0.0 0.4 0:51.14
716 0.0 0.4 0:51.17
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
716 0.0 0.4 0:51.19
