KiB used, 316232 buff/cache
716 5.3 0.4 0:59.26
716 0.0 0.4 0:59.28
716 5.6 0.4 0:59.30
KiB used, 316412 buff/cache
716 0.0 0.4 0:59.34
716 5.3 0.4 0:59.37
716 5.6 0.4 0:59.40
716 5.3 0.4 0:59.42
716 5.6 0.4 0:59.45
716 0.0 0.4 0:59.47
716 11.1 0.4 0:59.50
716 0.0 0.4 0:59.53
716 5.6 0.4 0:59.54
716 5.3 0.4 0:59.56
716 0.0 0.4 0:59.58
716 5.3 0.4 0:59.61
716 0.0 0.4 0:59.63
716 5.6 0.4 0:59.66
716 0.0 0.4 0:59.68
716 0.0 0.4 0:59.70
716 5.6 0.4 0:59.73
KiB used, 316716 buff/cache
716 5.6 0.4 0:59.78
716 5.6 0.4 0:59.81
716 0.0 0.4 0:59.83
716 0.0 0.4 0:59.86
716 5.6 0.4 0:59.89
716 0.0 0.4 0:59.90
716 0.0 0.4 0:59.92
716 0.0 0.4 0:59.95
716 0.0 0.4 0:59.97
716 5.3 0.4 1:00.00
KiB used, 316912 buff/cache
716 0.0 0.4 1:00.03
716 0.0 0.4 1:00.06
716 5.6 0.4 1:00.09
716 0.0 0.4 1:00.11
716 0.0 0.4 1:00.13
716 0.0 0.4 1:00.15
716 5.3 0.4 1:00.17
716 0.0 0.4 1:00.19
716 0.0 0.4 1:00.21
716 5.3 0.4 1:00.24
716 0.0 0.4 1:00.26
716 5.3 0.4 1:00.29
716 5.6 0.4 1:00.32
KiB used, 317168 buff/cache
716 0.0 0.4 1:00.36
716 5.0 0.4 1:00.38
716 0.0 0.4 1:00.40
716 0.0 0.4 1:00.42
716 5.6 0.4 1:00.45
716 0.0 0.4 1:00.47
716 5.6 0.4 1:00.50
716 0.0 0.4 1:00.52
KiB used, 317288 buff/cache
716 5.6 0.4 1:00.58
716 0.0 0.4 1:00.60
716 0.0 0.4 1:00.62
716 0.0 0.4 1:00.64
716 5.3 0.4 1:00.66
716 0.0 0.4 1:00.67
716 11.1 0.4 1:00.72
716 11.1 0.4 1:00.74
716 10.0 0.4 1:00.76
716 10.5 0.4 1:00.78
716 0.0 0.4 1:00.79
716 0.0 0.4 1:00.82
716 5.6 0.4 1:00.84
716 5.3 0.4 1:00.86
716 5.3 0.4 1:00.88
716 0.0 0.4 1:00.90
716 0.0 0.4 1:00.92
716 0.0 0.4 1:00.94
716 0.0 0.4 1:00.96
716 5.3 0.4 1:00.99
716 0.0 0.4 1:01.01
716 0.0 0.4 1:01.03
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
716 0.0 0.4 1:01.04
