KiB used, 386956 buff/cache
716 0.0 0.4 1:17.71
716 0.0 0.4 1:17.74
716 5.6 0.4 1:17.76
716 0.0 0.4 1:17.78
716 0.0 0.4 1:17.79
716 0.0 0.4 1:17.81
716 0.0 0.4 1:17.83
716 5.3 0.4 1:17.85
716 5.6 0.4 1:17.87
716 0.0 0.4 1:17.88
716 0.0 0.4 1:17.91
716 5.6 0.4 1:17.95
716 5.3 0.4 1:17.97
716 5.6 0.4 1:17.99
716 0.0 0.4 1:18.00
716 0.0 0.4 1:18.02
716 0.0 0.4 1:18.04
716 0.0 0.4 1:18.06
716 0.0 0.4 1:18.08
716 5.0 0.4 1:18.10
716 5.6 0.4 1:18.12
716 5.3 0.4 1:18.14
716 0.0 0.4 1:18.16
716 0.0 0.4 1:18.17
716 5.6 0.4 1:18.19
716 0.0 0.4 1:18.20
716 5.0 0.4 1:18.23
716 0.0 0.4 1:18.26
716 0.0 0.4 1:18.27
716 5.6 0.4 1:18.30
716 0.0 0.4 1:18.31
716 5.3 0.4 1:18.33
716 0.0 0.4 1:18.34
716 0.0 0.4 1:18.36
716 5.3 0.4 1:18.38
716 0.0 0.4 1:18.39
716 0.0 0.4 1:18.41
716 0.0 0.4 1:18.43
716 5.3 0.4 1:18.45
716 0.0 0.4 1:18.47
716 0.0 0.4 1:18.48
716 0.0 0.4 1:18.50
716 0.0 0.4 1:18.52
716 0.0 0.4 1:18.54
716 0.0 0.4 1:18.56
716 0.0 0.4 1:18.58
716 0.0 0.4 1:18.59
716 0.0 0.4 1:18.61
716 0.0 0.4 1:18.63
716 0.0 0.4 1:18.65
716 0.0 0.4 1:18.66
716 5.6 0.4 1:18.69
716 0.0 0.4 1:18.70
716 0.0 0.4 1:18.72
716 10.5 0.4 1:18.76
716 0.0 0.4 1:18.76
716 0.0 0.4 1:18.78
716 0.0 0.4 1:18.81
716 0.0 0.4 1:18.82
716 0.0 0.4 1:18.84
324 0.0 0.1 0:00.00
716 5.6 0.4 1:18.89
716 5.3 0.4 1:18.91
716 0.0 0.4 1:18.93
716 0.0 0.4 1:18.95
716 5.6 0.4 1:18.97
716 5.6 0.4 1:18.99
716 0.0 0.4 1:19.00
716 0.0 0.4 1:19.02
716 0.0 0.4 1:19.04
716 0.0 0.4 1:19.06
716 0.0 0.4 1:19.08
716 5.3 0.4 1:19.10
716 0.0 0.4 1:19.12
716 0.0 0.4 1:19.13
716 0.0 0.4 1:19.15
716 0.0 0.4 1:19.17
716 0.0 0.4 1:19.19
716 0.0 0.4 1:19.20
716 0.0 0.4 1:19.20
716 0.0 0.4 1:19.20
716 0.0 0.4 1:19.20
KiB used, 388080 buff/cache
KiB used, 388080 buff/cache
716 0.0 0.4 1:19.20
