KiB used, 309352 buff/cache
718 5.6 0.4 1:19.08
718 10.5 0.4 1:19.13
718 11.1 0.4 1:19.17
718 5.6 0.4 1:19.20
718 5.6 0.4 1:19.25
718 4.8 0.4 1:19.29
718 5.3 0.4 1:19.33
718 5.3 0.4 1:19.37
718 5.6 0.4 1:19.41
718 0.0 0.4 1:19.44
718 5.3 0.4 1:19.48
718 5.6 0.4 1:19.53
718 0.0 0.4 1:19.57
718 5.3 0.4 1:19.61
718 5.6 0.4 1:19.65
718 5.0 0.4 1:19.69
718 0.0 0.4 1:19.73
718 5.3 0.4 1:19.78
718 0.0 0.4 1:19.82
718 10.0 0.4 1:19.87
718 4.8 0.4 1:19.91
718 0.0 0.4 1:19.94
718 4.8 0.4 1:19.98
718 0.0 0.4 1:20.02
718 16.7 0.4 1:20.09
718 5.6 0.4 1:20.12
718 0.0 0.4 1:20.16
718 0.0 0.4 1:20.20
718 10.0 0.4 1:20.25
718 5.6 0.4 1:20.29
718 10.0 0.4 1:20.35
718 5.3 0.4 1:20.38
718 0.0 0.4 1:20.42
718 5.6 0.4 1:20.46
718 5.9 0.4 1:20.51
718 5.0 0.4 1:20.54
718 10.5 0.4 1:20.59
718 5.3 0.4 1:20.63
718 5.3 0.4 1:20.67
718 4.8 0.4 1:20.72
718 5.6 0.4 1:20.77
718 16.7 0.4 1:20.83
718 0.0 0.4 1:20.85
718 0.0 0.4 1:20.89
718 0.0 0.4 1:20.94
718 5.3 0.4 1:20.98
718 0.0 0.4 1:21.02
718 5.3 0.4 1:21.07
718 11.1 0.4 1:21.12
718 5.9 0.4 1:21.17
718 0.0 0.4 1:21.21
718 5.3 0.4 1:21.26
718 5.3 0.4 1:21.30
718 5.6 0.4 1:21.33
718 0.0 0.4 1:21.37
718 0.0 0.4 1:21.41
718 4.3 0.4 1:21.45
718 10.5 0.4 1:21.50
718 0.0 0.4 1:21.52
718 5.3 0.4 1:21.56
718 5.3 0.4 1:21.60
718 10.0 0.4 1:21.66
718 5.6 0.4 1:21.69
718 5.3 0.4 1:21.74
718 10.0 0.4 1:21.80
718 5.6 0.4 1:21.84
718 4.8 0.4 1:21.88
718 5.6 0.4 1:21.92
718 0.0 0.4 1:21.95
718 5.6 0.4 1:21.99
718 5.3 0.4 1:22.03
718 5.6 0.4 1:22.08
718 11.1 0.4 1:22.13
718 0.0 0.4 1:22.18
718 5.6 0.4 1:22.22
718 5.3 0.4 1:22.27
718 11.1 0.4 1:22.32
718 0.0 0.4 1:22.35
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
7180 17.6 0.2 0:00.03
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
718 0.0 0.4 1:22.36
