Percentage served,Time in ms
0,1.683
1,5.451
2,9.687
3,14.314
4,18.665
5,23.395
6,26.862
7,30.458
8,33.037
9,35.039
10,37.413
11,39.918
12,41.644
13,42.944
14,44.072
15,45.093
16,46.235
17,47.345
18,48.328
19,49.275
20,50.190
21,51.115
22,52.019
23,53.114
24,54.173
25,55.160
26,56.058
27,56.964
28,57.795
29,58.597
30,59.342
31,60.084
32,60.913
33,61.777
34,62.603
35,63.362
36,64.100
37,64.755
38,65.446
39,66.195
40,66.885
41,67.545
42,68.169
43,68.774
44,69.422
45,70.340
46,71.313
47,72.206
48,73.069
49,73.873
50,74.604
51,75.351
52,76.153
53,76.970
54,77.733
55,78.541
56,79.309
57,80.044
58,80.769
59,81.612
60,82.346
61,83.032
62,83.653
63,84.302
64,85.032
65,85.802
66,86.695
67,87.609
68,88.695
69,89.578
70,90.333
71,91.308
72,92.569
73,93.720
74,94.659
75,95.513
76,96.372
77,97.248
78,98.462
79,100.102
80,101.602
81,103.629
82,105.260
83,107.174
84,109.118
85,111.315
86,114.290
87,117.033
88,118.959
89,121.356
90,123.968
91,126.597
92,129.897
93,132.461
94,134.958
95,137.124
96,140.503
97,149.773
98,160.664
99,172.612
100,1394.570
