Percentage served,Time in ms
0,0.861
1,1.751
2,2.124
3,2.728
4,3.396
5,4.198
6,5.397
7,6.800
8,8.144
9,9.740
10,11.139
11,12.575
12,13.988
13,15.452
14,16.747
15,17.997
16,19.013
17,19.919
18,20.717
19,21.519
20,22.325
21,23.114
22,23.938
23,24.757
24,25.505
25,26.233
26,26.929
27,27.629
28,28.399
29,29.209
30,30.059
31,30.923
32,31.757
33,32.638
34,33.561
35,34.436
36,35.273
37,36.084
38,36.836
39,37.505
40,38.173
41,38.827
42,39.448
43,40.089
44,40.735
45,41.355
46,41.910
47,42.491
48,43.129
49,43.737
50,44.395
51,45.066
52,45.721
53,46.365
54,46.991
55,47.609
56,48.243
57,48.839
58,49.452
59,50.081
60,50.781
61,51.472
62,52.145
63,52.852
64,53.598
65,54.333
66,55.095
67,55.856
68,56.697
69,57.568
70,58.439
71,59.384
72,60.402
73,61.497
74,62.626
75,63.745
76,64.880
77,66.088
78,67.363
79,68.659
80,69.919
81,71.249
82,72.879
83,75.145
84,77.754
85,80.665
86,83.681
87,86.640
88,90.010
89,94.920
90,102.159
91,122.708
92,213.848
93,258.966
94,313.352
95,913.288
96,1043.345
97,1069.209
98,1093.137
99,1270.864
100,3408.070
