Percentage served,Time in ms
0,5.054
1,12.140
2,14.939
3,17.215
4,18.774
5,19.999
6,20.860
7,21.376
8,21.660
9,21.852
10,21.992
11,22.102
12,22.198
13,22.289
14,22.370
15,22.450
16,22.531
17,22.608
18,22.688
19,22.770
20,22.854
21,22.940
22,23.032
23,23.129
24,23.229
25,23.335
26,23.442
27,23.562
28,23.682
29,23.803
30,23.930
31,24.056
32,24.190
33,24.333
34,24.475
35,24.638
36,24.809
37,24.989
38,25.187
39,25.395
40,25.625
41,25.866
42,26.110
43,26.342
44,26.586
45,26.830
46,27.115
47,27.399
48,27.714
49,28.056
50,28.450
51,28.832
52,29.229
53,29.592
54,29.951
55,30.297
56,30.686
57,31.073
58,31.451
59,31.816
60,32.183
61,32.549
62,32.943
63,33.348
64,33.775
65,34.234
66,34.730
67,35.223
68,35.716
69,36.274
70,36.871
71,37.500
72,38.145
73,38.844
74,39.561
75,40.372
76,41.286
77,42.220
78,43.178
79,44.129
80,45.186
81,46.266
82,47.396
83,48.565
84,49.703
85,50.928
86,52.403
87,53.979
88,55.811
89,57.756
90,59.843
91,62.522
92,65.619
93,69.796
94,75.785
95,233.452
96,243.840
97,253.034
98,1007.062
99,1048.643
100,1789.790
