Percentage served,Time in ms
0,1.125
1,5.411
2,9.443
3,11.723
4,13.453
5,15.475
6,17.478
7,18.899
8,20.183
9,21.018
10,21.594
11,22.126
12,22.609
13,23.027
14,23.383
15,23.736
16,24.059
17,24.375
18,24.678
19,24.990
20,25.275
21,25.543
22,25.808
23,26.051
24,26.312
25,26.579
26,26.846
27,27.141
28,27.459
29,27.811
30,28.180
31,28.557
32,28.942
33,29.348
34,29.746
35,30.146
36,30.559
37,30.952
38,31.348
39,31.738
40,32.155
41,32.548
42,32.968
43,33.389
44,33.798
45,34.226
46,34.670
47,35.107
48,35.528
49,35.984
50,36.461
51,36.955
52,37.465
53,37.958
54,38.482
55,39.004
56,39.545
57,40.087
58,40.646
59,41.237
60,41.795
61,42.356
62,42.871
63,43.478
64,44.082
65,44.735
66,45.421
67,46.094
68,46.878
69,47.711
70,48.564
71,49.467
72,50.567
73,51.700
74,52.907
75,54.122
76,55.407
77,56.503
78,57.633
79,58.681
80,59.873
81,60.960
82,62.055
83,63.275
84,64.638
85,66.088
86,67.613
87,69.229
88,71.044
89,73.424
90,76.423
91,79.764
92,83.296
93,86.643
94,91.936
95,99.658
96,124.320
97,253.722
98,472.418
99,1054.915
100,3582.375
