Percentage served,Time in ms
0,0.918
1,1.722
2,2.016
3,2.357
4,2.808
5,3.491
6,4.411
7,5.553
8,6.742
9,7.911
10,9.155
11,10.395
12,11.710
13,12.877
14,14.154
15,15.392
16,16.645
17,17.880
18,19.113
19,20.328
20,21.435
21,22.464
22,23.472
23,24.361
24,25.382
25,26.606
26,27.921
27,29.288
28,30.380
29,31.522
30,32.803
31,34.204
32,35.561
33,36.654
34,37.623
35,38.441
36,39.174
37,39.940
38,40.646
39,41.296
40,41.945
41,42.611
42,43.310
43,44.030
44,44.780
45,45.510
46,46.173
47,46.832
48,47.445
49,48.036
50,48.571
51,49.073
52,49.550
53,49.981
54,50.471
55,50.936
56,51.395
57,51.837
58,52.277
59,52.727
60,53.216
61,53.703
62,54.208
63,54.783
64,55.319
65,55.921
66,56.527
67,57.215
68,57.992
69,58.781
70,59.558
71,60.416
72,61.355
73,62.396
74,63.650
75,64.964
76,66.380
77,67.849
78,69.232
79,70.665
80,72.144
81,73.580
82,75.200
83,76.885
84,78.792
85,81.145
86,83.360
87,85.849
88,88.863
89,92.606
90,97.767
91,109.103
92,229.414
93,262.125
94,313.628
95,948.280
96,1049.884
97,1070.001
98,1086.386
99,1170.884
100,5060.420
