Percentage served,Time in ms
0,0.908
1,2.184
2,2.918
3,3.707
4,4.620
5,5.834
6,7.125
7,8.289
8,9.544
9,10.883
10,12.363
11,13.812
12,14.945
13,16.115
14,17.297
15,18.257
16,19.141
17,20.019
18,20.843
19,21.631
20,22.411
21,23.230
22,24.064
23,24.893
24,25.820
25,26.862
26,28.001
27,29.048
28,30.026
29,30.892
30,31.643
31,32.341
32,33.047
33,33.759
34,34.423
35,35.089
36,35.765
37,36.388
38,37.032
39,37.634
40,38.219
41,38.763
42,39.346
43,39.955
44,40.567
45,41.168
46,41.793
47,42.382
48,42.937
49,43.506
50,44.075
51,44.656
52,45.216
53,45.811
54,46.369
55,46.977
56,47.579
57,48.189
58,48.759
59,49.365
60,49.939
61,50.523
62,51.088
63,51.652
64,52.223
65,52.807
66,53.388
67,53.977
68,54.566
69,55.188
70,55.875
71,56.575
72,57.294
73,58.088
74,58.867
75,59.720
76,60.579
77,61.558
78,62.536
79,63.436
80,64.559
81,65.655
82,66.726
83,67.965
84,69.386
85,71.051
86,72.923
87,75.224
88,78.377
89,81.166
90,84.363
91,88.104
92,93.421
93,103.709
94,139.721
95,255.596
96,309.661
97,1037.135
98,1065.003
99,1089.762
100,3281.930
