Percentage served,Time in ms
0,9.159
1,35.465
2,41.510
3,43.726
4,45.260
5,46.408
6,47.373
7,48.269
8,49.186
9,49.923
10,50.621
11,51.221
12,51.831
13,52.408
14,53.007
15,53.550
16,54.081
17,54.593
18,55.108
19,55.626
20,56.161
21,56.675
22,57.197
23,57.713
24,58.268
25,58.805
26,59.381
27,59.964
28,60.599
29,61.197
30,61.810
31,62.467
32,63.113
33,63.795
34,64.411
35,65.068
36,65.781
37,66.485
38,67.209
39,68.035
40,68.943
41,69.787
42,70.605
43,71.467
44,72.409
45,73.349
46,74.287
47,75.217
48,76.267
49,77.275
50,78.397
51,79.621
52,80.827
53,82.207
54,83.499
55,84.899
56,86.474
57,88.144
58,89.942
59,91.969
60,94.214
61,96.740
62,99.883
63,103.684
64,107.661
65,112.059
66,119.323
67,127.676
68,135.526
69,141.889
70,146.744
71,155.727
72,172.517
73,206.965
74,251.973
75,260.697
76,266.779
77,275.273
78,285.378
79,302.503
80,336.714
81,427.913
82,491.402
83,551.140
84,781.766
85,1031.621
86,1065.788
87,1076.049
88,1084.875
89,1093.650
90,1107.525
91,1144.518
92,1260.528
93,1302.541
94,1490.911
95,1896.202
96,2802.862
97,3115.617
98,3372.677
99,5060.276
100,40436.054
