Percentage served,Time in ms
0,187.188
1,405.051
2,460.133
3,481.557
4,495.826
5,506.645
6,518.326
7,530.203
8,542.014
9,552.813
10,562.333
11,570.715
12,577.852
13,584.306
14,590.216
15,595.501
16,600.329
17,605.267
18,610.441
19,616.493
20,624.061
21,634.564
22,647.530
23,661.002
24,677.276
25,695.669
26,713.169
27,730.046
28,746.322
29,761.044
30,776.928
31,793.236
32,810.337
33,833.157
34,864.665
35,895.509
36,932.569
37,970.019
38,1008.430
39,1038.517
40,1068.959
41,1105.388
42,1148.272
43,1200.681
44,1262.268
45,1332.026
46,1402.456
47,1457.385
48,1496.067
49,1518.994
50,1536.834
51,1554.340
52,1570.556
53,1583.933
54,1595.168
55,1604.968
56,1613.874
57,1622.285
58,1631.996
59,1643.182
60,1658.583
61,1678.914
62,1704.570
63,1730.972
64,1756.075
65,1779.830
66,1802.164
67,1825.497
68,1855.872
69,1896.157
70,1944.809
71,1996.358
72,2042.289
73,2083.507
74,2132.813
75,2190.845
76,2265.275
77,2345.897
78,2451.767
79,2586.734
80,2752.510
81,2944.573
82,3156.356
83,3476.685
84,3564.421
85,3615.333
86,3646.125
87,3705.768
88,3792.167
89,3875.101
90,4026.986
91,4177.420
92,4417.659
93,4850.472
94,5463.092
95,5605.183
96,5789.198
97,6190.937
98,6842.780
99,8739.122
100,105434.105
