Percentage served,Time in ms
0,2.915
1,3.684
2,3.850
3,3.978
4,4.097
5,4.191
6,4.264
7,4.333
8,4.397
9,4.457
10,4.517
11,4.574
12,4.627
13,4.682
14,4.735
15,4.788
16,4.837
17,4.883
18,4.929
19,4.972
20,5.014
21,5.054
22,5.092
23,5.129
24,5.162
25,5.194
26,5.229
27,5.262
28,5.294
29,5.321
30,5.350
31,5.380
32,5.408
33,5.435
34,5.462
35,5.488
36,5.512
37,5.539
38,5.564
39,5.590
40,5.618
41,5.644
42,5.669
43,5.698
44,5.725
45,5.756
46,5.789
47,5.822
48,5.857
49,5.890
50,5.925
51,5.964
52,5.999
53,6.039
54,6.077
55,6.114
56,6.155
57,6.199
58,6.248
59,6.294
60,6.345
61,6.404
62,6.473
63,6.557
64,6.666
65,6.815
66,7.000
67,7.324
68,7.882
69,8.416
70,8.929
71,9.709
72,10.842
73,13.986
74,15.564
75,17.336
76,18.488
77,18.936
78,19.290
79,19.649
80,20.043
81,20.560
82,21.517
83,24.592
84,27.378
85,33.512
86,68.659
87,252.505
88,658.779
89,1242.958
90,13517.711
91,20000.298
92,20000.877
93,20001.244
94,20001.550
95,20001.870
96,20002.065
97,20002.537
98,20002.980
99,20003.846
100,20052.700
