Percentage served,Time in ms
0,16.094
1,20.685
2,21.133
3,21.455
4,21.706
5,21.935
6,22.140
7,22.329
8,22.525
9,22.717
10,22.898
11,23.099
12,23.333
13,23.580
14,23.872
15,24.229
16,24.642
17,25.094
18,25.549
19,26.069
20,26.650
21,27.281
22,28.019
23,28.735
24,29.544
25,30.439
26,31.501
27,32.725
28,34.266
29,36.109
30,38.278
31,41.273
32,46.029
33,54.677
34,216.450
35,227.351
36,230.929
37,233.643
38,235.756
39,237.573
40,239.359
41,241.097
42,243.100
43,245.385
44,248.338
45,252.043
46,255.766
47,259.731
48,264.559
49,280.867
50,439.450
51,447.635
52,454.624
53,461.059
54,467.835
55,476.510
56,500.113
57,650.843
58,657.418
59,663.475
60,670.516
61,678.383
62,689.238
63,728.558
64,866.315
65,877.431
66,887.547
67,900.591
68,951.875
69,1034.485
70,1044.387
71,1053.413
72,1069.581
73,1088.888
74,1107.186
75,1137.098
76,1256.684
77,1279.191
78,1304.004
79,1330.789
80,1468.603
81,1498.348
82,1518.865
83,1560.542
84,1695.642
85,1726.171
86,1772.634
87,1924.086
88,1973.422
89,2138.386
90,2208.363
91,2373.022
92,2555.508
93,2746.363
94,2973.564
95,3190.422
96,3433.464
97,3835.849
98,4436.316
99,5637.163
100,52346.713
