Percentage served,Time in ms
0,3.597
1,4.560
2,4.763
3,4.912
4,5.028
5,5.130
6,5.221
7,5.296
8,5.375
9,5.449
10,5.518
11,5.587
12,5.654
13,5.717
14,5.780
15,5.843
16,5.907
17,5.970
18,6.036
19,6.102
20,6.163
21,6.232
22,6.294
23,6.360
24,6.428
25,6.499
26,6.571
27,6.643
28,6.719
29,6.809
30,6.904
31,6.998
32,7.103
33,7.223
34,7.352
35,7.499
36,7.675
37,7.878
38,8.106
39,8.378
40,8.691
41,9.112
42,9.639
43,10.396
44,11.510
45,13.196
46,99.540
47,516.648
48,578.038
49,620.457
50,630.265
51,638.025
52,648.043
53,655.475
54,660.994
55,667.436
56,684.163
57,718.073
58,791.364
59,825.879
60,849.820
61,905.579
62,944.742
63,992.263
64,1038.748
65,1081.950
66,1153.748
67,1222.936
68,1307.497
69,1384.627
70,1460.135
71,1533.625
72,1617.800
73,1659.857
74,1688.217
75,1755.841
76,1837.970
77,1919.807
78,2000.419
79,2094.805
80,2216.178
81,2340.235
82,2469.120
83,2603.261
84,2769.528
85,2945.847
86,3118.888
87,3319.745
88,3545.795
89,3777.630
90,4053.935
91,4379.298
92,4771.946
93,5188.665
94,5735.650
95,6501.234
96,7549.651
97,9121.216
98,11878.959
99,20287.335
100,174431.686
