730 10.0 0.4 1:34.28
730 5.3 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.32
730 0.0 0.4 1:34.35
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.36
730 0.0 0.4 1:34.37
730 0.0 0.4 1:34.37
730 10.5 0.4 1:34.40
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.42
730 0.0 0.4 1:34.43
730 0.0 0.4 1:34.43
730 0.0 0.4 1:34.46
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 0.0 0.4 1:34.47
730 5.6 0.4 1:34.48
730 0.0 0.4 1:34.48
730 0.0 0.4 1:34.48
730 0.0 0.4 1:34.48
730 0.0 0.4 1:34.52
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.53
730 0.0 0.4 1:34.55
730 0.0 0.4 1:34.56
730 0.0 0.4 1:34.57
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 0.0 0.4 1:34.59
730 11.1 0.4 1:34.61
730 0.0 0.4 1:34.61
730 0.0 0.4 1:34.64
730 0.0 0.4 1:34.64
730 0.0 0.4 1:34.64
730 0.0 0.4 1:34.64
730 0.0 0.4 1:34.64
730 0.0 0.4 1:34.64
730 0.0 0.4 1:34.64
730 0.0 0.4 1:34.64
730 0.0 0.4 1:34.64
