Percentage served,Time in ms
0,13.275
1,15.882
2,16.188
3,16.430
4,16.656
5,16.929
6,17.308
7,17.947
8,18.577
9,19.269
10,19.910
11,20.338
12,20.741
13,21.218
14,21.812
15,22.340
16,22.842
17,23.533
18,24.280
19,25.057
20,26.119
21,27.341
22,28.968
23,31.235
24,34.702
25,39.344
26,43.466
27,47.841
28,55.470
29,221.513
30,226.704
31,229.062
32,230.925
33,232.677
34,234.394
35,236.204
36,238.332
37,241.086
38,244.686
39,248.327
40,251.384
41,254.683
42,258.928
43,266.079
44,289.514
45,437.493
46,443.619
47,448.593
48,454.440
49,460.149
50,466.840
51,476.104
52,500.249
53,648.174
54,654.151
55,660.133
56,667.428
57,674.823
58,683.867
59,703.519
60,857.948
61,868.146
62,877.667
63,887.055
64,899.382
65,928.969
66,1030.352
67,1042.507
68,1055.430
69,1072.956
70,1086.107
71,1098.404
72,1115.573
73,1227.674
74,1262.164
75,1283.698
76,1301.006
77,1320.230
78,1361.017
79,1485.742
80,1505.966
81,1526.525
82,1563.519
83,1696.914
84,1722.276
85,1753.363
86,1901.381
87,1936.716
88,1983.943
89,2134.997
90,2180.354
91,2345.646
92,2422.811
93,2583.520
94,2772.790
95,2979.003
96,3203.183
97,3466.006
98,3964.937
99,4684.855
100,45397.110
