Percentage served,Time in ms
0,1.787
1,2.351
2,2.556
3,2.787
4,3.018
5,3.290
6,3.680
7,4.361
8,5.411
9,7.491
10,10.065
11,12.578
12,15.070
13,17.316
14,19.532
15,21.523
16,23.584
17,25.285
18,26.715
19,28.002
20,29.159
21,30.343
22,31.362
23,32.376
24,33.402
25,34.372
26,35.291
27,36.240
28,37.180
29,38.158
30,39.094
31,39.995
32,40.924
33,41.921
34,42.845
35,43.838
36,44.899
37,45.968
38,47.143
39,48.402
40,49.709
41,51.150
42,53.028
43,54.956
44,56.935
45,58.961
46,61.014
47,63.178
48,65.318
49,67.543
50,69.971
51,72.430
52,74.829
53,77.352
54,79.925
55,82.787
56,86.081
57,89.420
58,92.301
59,95.582
60,99.083
61,102.843
62,106.298
63,110.204
64,113.866
65,117.336
66,120.709
67,123.641
68,126.579
69,129.787
70,133.844
71,137.598
72,142.343
73,147.511
74,153.260
75,158.776
76,164.795
77,169.683
78,175.890
79,181.140
80,186.918
81,192.507
82,198.647
83,205.049
84,210.827
85,215.645
86,220.244
87,225.780
88,232.133
89,241.744
90,249.205
91,259.452
92,272.132
93,287.051
94,298.180
95,319.931
96,420.851
97,1044.703
98,1137.977
99,1231.424
100,5851.923
