KiB 1536712 avail Mem
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
KiB used, 390036 buff/cache
560 0.0 0.8 0:01.04
KiB 1536712 avail Mem
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
KiB used, 390088 buff/cache
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
712 16.7 0.3 0:38.29
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
KiB used, 390252 buff/cache
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
KiB used, 390256 buff/cache
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
7121 15.8 0.2 0:00.03
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
7712 11.1 0.2 0:00.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
KiB used, 390340 buff/cache
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
KiB used, 390396 buff/cache
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
712 11.1 0.3 0:38.48
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
KiB 1537128 avail Mem
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
712 5.6 0.3 0:38.52
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
KiB used, 390576 buff/cache
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
