KiB 1536712 avail Mem
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
712 5.6 0.3 0:38.58
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
KiB used, 390712 buff/cache
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
KiB used, 390728 buff/cache
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
13712 16.7 0.2 0:00.03
560 0.0 0.8 0:01.04
KiB used, 390752 buff/cache
712 5.6 0.3 0:38.65
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.04
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
712 5.6 0.3 0:38.66
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
14712 16.7 0.2 0:00.03
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
712 5.6 0.3 0:38.69
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
712 5.6 0.3 0:38.72
KiB 1537128 avail Mem
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
712 4.8 0.3 0:38.80
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
712 11.1 0.3 0:38.82
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
KiB 1537120 avail Mem
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
17125 16.7 0.2 0:00.03
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
560 0.0 0.8 0:01.05
