Percentage served,Time in ms
0,128.927
1,316.620
2,435.660
3,534.629
4,596.447
5,713.242
6,818.956
7,907.252
8,984.229
9,1090.971
10,1122.105
11,1138.617
12,1155.160
13,1170.348
14,1178.919
15,1186.870
16,1195.037
17,1202.827
18,1210.218
19,1217.241
20,1223.691
21,1229.428
22,1235.489
23,1242.219
24,1250.286
25,1258.289
26,1265.266
27,1272.006
28,1278.320
29,1285.034
30,1293.069
31,1303.528
32,1316.405
33,1331.400
34,1345.468
35,1358.155
36,1370.238
37,1380.861
38,1392.936
39,1407.318
40,1426.283
41,1445.126
42,1468.547
43,1497.792
44,1527.070
45,1553.191
46,1576.989
47,1600.356
48,1621.361
49,1642.077
50,1663.838
51,1690.582
52,1715.962
53,1740.691
54,1765.818
55,1791.153
56,1817.819
57,1846.002
58,1878.576
59,1911.801
60,1949.370
61,1987.883
62,2030.096
63,2074.963
64,2121.295
65,2167.093
66,2205.913
67,2238.530
68,2265.438
69,2292.444
70,2317.422
71,2355.116
72,2395.881
73,2438.053
74,2487.307
75,2546.638
76,2606.550
77,2664.878
78,2726.995
79,2793.295
80,2864.913
81,2944.575
82,3031.178
83,3133.414
84,3239.543
85,3343.051
86,3464.808
87,3614.020
88,3772.976
89,3947.850
90,4167.744
91,4361.140
92,4622.175
93,4914.322
94,5281.424
95,5776.556
96,6391.504
97,7300.917
98,8844.264
99,12402.449
100,114576.374
