KiB used, 410076 buff/cache
710 5.3 0.4 2:51.71
710 5.3 0.4 2:51.75
710 5.3 0.4 2:51.79
710 10.5 0.4 2:51.84
710 5.3 0.4 2:51.87
710 5.3 0.4 2:51.91
710 5.6 0.4 2:51.94
710 5.0 0.4 2:51.98
710 4.8 0.4 2:52.02
710 10.0 0.4 2:52.07
710 4.8 0.4 2:52.10
500 0.0 0.9 0:00.48
710 5.3 0.4 2:52.18
710 5.3 0.4 2:52.22
710 5.3 0.4 2:52.26
710 5.6 0.4 2:52.30
500 0.0 0.9 0:00.48
710 5.0 0.4 2:52.38
710 5.3 0.4 2:52.41
710 5.6 0.4 2:52.46
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
710 5.6 0.4 2:52.58
710 5.6 0.4 2:52.62
710 5.0 0.4 2:52.67
710 4.8 0.4 2:52.71
500 0.0 0.9 0:00.48
710 5.3 0.4 2:52.79
710 5.6 0.4 2:52.83
500 0.0 0.9 0:00.48
710 11.1 0.4 2:52.93
710 5.0 0.4 2:52.96
710 5.6 0.4 2:53.00
500 0.0 0.9 0:00.48
710 5.6 0.4 2:53.07
500 0.0 0.9 0:00.48
710 4.8 0.4 2:53.16
710 5.6 0.4 2:53.20
710 5.3 0.4 2:53.24
710 5.0 0.4 2:53.29
710 5.6 0.4 2:53.33
710 5.3 0.4 2:53.37
710 10.0 0.4 2:53.42
710 5.3 0.4 2:53.45
500 0.0 0.9 0:00.48
710 4.8 0.4 2:53.55
710 5.0 0.4 2:53.60
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
710 5.6 0.4 2:53.75
710 5.6 0.4 2:53.79
710 10.5 0.4 2:53.85
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
710 5.6 0.4 2:53.96
500 0.0 0.9 0:00.48
710 5.6 0.4 2:54.05
500 0.0 0.9 0:00.48
710 5.3 0.4 2:54.13
710 5.3 0.4 2:54.17
500 0.0 0.9 0:00.48
710 5.0 0.4 2:54.24
710 5.6 0.4 2:54.28
710 5.3 0.4 2:54.33
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
710 5.3 0.4 2:54.45
710 5.6 0.4 2:54.49
710 5.0 0.4 2:54.54
710 11.1 0.4 2:54.60
710 5.0 0.4 2:54.63
500 0.0 0.9 0:00.48
710 5.3 0.4 2:54.70
710 5.6 0.4 2:54.74
710 5.6 0.4 2:54.78
710 5.0 0.4 2:54.82
710 5.6 0.4 2:54.86
710 5.6 0.4 2:54.90
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
