KiB used, 367100 buff/cache
710 5.3 0.4 1:29.89
710 5.3 0.4 1:29.97
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
710 10.5 0.4 1:30.06
710 10.5 0.4 1:30.12
710 5.3 0.4 1:30.18
710 11.1 0.4 1:30.27
710 15.8 0.4 1:30.35
710 5.6 0.4 1:30.42
710 5.3 0.4 1:30.49
710 5.3 0.4 1:30.56
710 5.6 0.4 1:30.63
710 5.0 0.4 1:30.70
710 5.3 0.4 1:30.77
710 5.6 0.4 1:30.85
710 11.1 0.4 1:30.93
710 5.3 0.4 1:31.01
710 5.6 0.4 1:31.09
710 5.6 0.4 1:31.17
710 5.6 0.4 1:31.25
710 10.0 0.4 1:31.32
KiB used, 367848 buff/cache
710 5.0 0.4 1:31.48
710 5.3 0.4 1:31.56
710 11.1 0.4 1:31.63
710 5.3 0.4 1:31.70
710 5.6 0.4 1:31.77
710 5.6 0.4 1:31.84
710 5.3 0.4 1:31.91
710 5.6 0.4 1:31.99
710 5.3 0.4 1:32.07
710 5.3 0.4 1:32.14
710 5.3 0.4 1:32.23
710 11.1 0.4 1:32.31
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
710 5.0 0.4 1:32.55
710 5.6 0.4 1:32.63
710 10.0 0.4 1:32.71
710 5.6 0.4 1:32.78
710 5.3 0.4 1:32.84
KiB used, 368512 buff/cache
710 5.6 0.4 1:32.99
710 5.3 0.4 1:33.06
710 5.3 0.4 1:33.14
710 11.1 0.4 1:33.23
710 10.0 0.4 1:33.31
710 5.3 0.4 1:33.38
710 5.3 0.4 1:33.46
710 4.2 0.4 1:33.55
710 5.3 0.4 1:33.63
500 0.0 0.9 0:00.48
710 5.3 0.4 1:33.76
710 10.5 0.4 1:33.85
500 0.0 0.9 0:00.48
710 10.5 0.4 1:33.99
500 0.0 0.9 0:00.48
710 5.0 0.4 1:34.11
710 10.5 0.4 1:34.19
710 4.3 0.4 1:34.28
710 11.1 0.4 1:34.35
710 10.5 0.4 1:34.43
710 5.3 0.4 1:34.50
710 5.3 0.4 1:34.58
710 5.6 0.4 1:34.66
710 4.5 0.4 1:34.74
710 10.5 0.4 1:34.82
710 5.6 0.4 1:34.88
710 4.8 0.4 1:34.94
710 5.0 0.4 1:35.01
710 5.3 0.4 1:35.07
710 5.3 0.4 1:35.15
710 10.0 0.4 1:35.23
710 4.5 0.4 1:35.31
710 10.0 0.4 1:35.38
710 5.0 0.4 1:35.45
710 4.5 0.4 1:35.52
710 5.6 0.4 1:35.58
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
500 0.0 0.9 0:00.48
