Percentage served,Time in ms
0,73.143
1,98.773
2,105.330
3,110.146
4,113.029
5,115.813
6,118.332
7,121.284
8,124.198
9,127.599
10,130.885
11,133.788
12,136.562
13,139.043
14,141.913
15,145.373
16,149.444
17,153.358
18,156.912
19,160.675
20,164.097
21,167.812
22,171.713
23,175.893
24,180.329
25,184.036
26,187.505
27,191.157
28,194.530
29,197.869
30,201.266
31,204.987
32,208.959
33,212.354
34,214.964
35,217.754
36,220.114
37,222.680
38,226.282
39,230.184
40,234.500
41,237.934
42,241.333
43,245.469
44,249.438
45,253.739
46,257.504
47,260.734
48,263.639
49,266.679
50,269.597
51,272.462
52,276.269
53,280.079
54,285.257
55,290.434
56,294.728
57,299.212
58,304.134
59,308.842
60,314.146
61,318.562
62,323.162
63,327.140
64,331.324
65,335.833
66,340.546
67,346.007
68,351.275
69,357.665
70,365.209
71,371.907
72,378.105
73,384.468
74,395.338
75,412.325
76,459.748
77,524.204
78,620.700
79,721.758
80,827.690
81,996.897
82,1129.310
83,1167.450
84,1203.413
85,1246.426
86,1301.990
87,1341.632
88,1370.851
89,1413.956
90,1587.499
91,1867.246
92,2380.761
93,3172.911
94,3288.030
95,3417.580
96,4061.389
97,5167.422
98,5918.014
99,9583.935
100,56015.985
