Percentage served,Time in ms
0,6.743
1,7.746
2,7.929
3,8.031
4,8.100
5,8.150
6,8.192
7,8.231
8,8.266
9,8.298
10,8.327
11,8.355
12,8.382
13,8.409
14,8.434
15,8.461
16,8.488
17,8.513
18,8.541
19,8.568
20,8.593
21,8.622
22,8.652
23,8.683
24,8.714
25,8.747
26,8.782
27,8.819
28,8.859
29,8.901
30,8.942
31,8.984
32,9.033
33,9.083
34,9.135
35,9.186
36,9.248
37,9.311
38,9.381
39,9.461
40,9.548
41,9.652
42,9.763
43,9.886
44,10.027
45,10.185
46,10.350
47,10.537
48,10.741
49,10.964
50,11.219
51,11.471
52,11.787
53,12.189
54,12.656
55,13.259
56,13.973
57,14.953
58,16.079
59,17.431
60,19.580
61,22.989
62,28.782
63,38.618
64,53.229
65,73.606
66,105.009
67,169.199
68,230.502
69,301.812
70,375.268
71,427.971
72,476.058
73,530.122
74,569.304
75,604.020
76,624.703
77,643.988
78,668.087
79,686.336
80,711.693
81,741.548
82,762.421
83,777.369
84,790.420
85,805.790
86,823.529
87,837.836
88,852.314
89,877.745
90,1088.557
91,1763.837
92,2479.544
93,3168.120
94,3940.365
95,4877.080
96,6220.019
97,8063.676
98,11006.193
99,19260.786
100,94691.672
