Percentage served,Time in ms
0,16.377
1,18.865
2,19.128
3,19.286
4,19.412
5,19.517
6,19.613
7,19.697
8,19.782
9,19.863
10,19.942
11,20.022
12,20.109
13,20.208
14,20.309
15,20.440
16,20.608
17,20.873
18,21.495
19,22.084
20,22.601
21,23.453
22,23.961
23,24.275
24,24.515
25,24.741
26,24.981
27,25.313
28,25.879
29,26.410
30,26.756
31,27.091
32,27.447
33,27.977
34,28.867
35,29.531
36,30.326
37,31.499
38,32.484
39,33.828
40,35.172
41,37.128
42,39.237
43,42.417
44,46.244
45,50.038
46,54.524
47,79.640
48,231.038
49,234.267
50,236.576
51,238.571
52,240.662
53,243.279
54,246.876
55,251.911
56,256.698
57,260.972
58,270.061
59,441.891
60,456.264
61,465.943
62,482.948
63,652.946
64,659.458
65,666.750
66,676.584
67,690.673
68,863.850
69,880.645
70,894.879
71,1023.009
72,1033.419
73,1040.457
74,1046.937
75,1053.651
76,1063.408
77,1085.702
78,1115.428
79,1255.252
80,1279.194
81,1309.622
82,1477.272
83,1503.387
84,1528.687
85,1693.471
86,1727.036
87,1902.979
88,1965.277
89,2155.522
90,2357.501
91,2559.959
92,2786.742
93,3066.112
94,3248.813
95,3602.368
96,4012.775
97,4623.845
98,5536.017
99,7587.621
100,59113.472
