KiB used, 357156 buff/cache
708 0.0 0.4 1:06.76
708 5.6 0.4 1:06.78
708 0.0 0.4 1:06.79
708 5.6 0.4 1:06.82
708 0.0 0.4 1:06.84
708 0.0 0.4 1:06.86
708 0.0 0.4 1:06.88
708 5.6 0.4 1:06.91
708 5.6 0.4 1:06.93
708 5.3 0.4 1:06.95
708 5.3 0.4 1:06.97
708 0.0 0.4 1:06.99
708 0.0 0.4 1:07.01
708 0.0 0.4 1:07.03
708 0.0 0.4 1:07.05
708 5.0 0.4 1:07.08
708 0.0 0.4 1:07.09
708 0.0 0.4 1:07.11
708 0.0 0.4 1:07.13
708 0.0 0.4 1:07.15
708 0.0 0.4 1:07.17
708 0.0 0.4 1:07.19
708 5.6 0.4 1:07.22
708 0.0 0.4 1:07.24
708 0.0 0.4 1:07.25
708 0.0 0.4 1:07.27
708 0.0 0.4 1:07.29
708 0.0 0.4 1:07.31
708 5.6 0.4 1:07.33
708 0.0 0.4 1:07.35
708 5.3 0.4 1:07.38
KiB used, 357668 buff/cache
KiB used, 357696 buff/cache
708 0.0 0.4 1:07.44
708 5.6 0.4 1:07.47
708 5.9 0.4 1:07.49
708 5.6 0.4 1:07.51
708 5.6 0.4 1:07.53
708 0.0 0.4 1:07.55
708 5.6 0.4 1:07.58
708 0.0 0.4 1:07.60
708 0.0 0.4 1:07.61
708 0.0 0.4 1:07.64
708 0.0 0.4 1:07.66
708 0.0 0.4 1:07.68
708 0.0 0.4 1:07.70
708 5.0 0.4 1:07.73
708 0.0 0.4 1:07.75
708 0.0 0.4 1:07.77
KiB used, 357892 buff/cache
708 0.0 0.4 1:07.81
708 0.0 0.4 1:07.83
708 0.0 0.4 1:07.85
708 5.3 0.4 1:07.87
17085 16.7 0.2 0:00.03
708 0.0 0.4 1:07.90
708 0.0 0.4 1:07.92
708 0.0 0.4 1:07.94
708 0.0 0.4 1:07.96
708 0.0 0.4 1:07.98
708 0.0 0.4 1:08.00
708 0.0 0.4 1:08.02
708 0.0 0.4 1:08.04
708 0.0 0.4 1:08.06
708 0.0 0.4 1:08.08
708 5.6 0.4 1:08.10
708 5.3 0.4 1:08.12
708 0.0 0.4 1:08.13
708 0.0 0.4 1:08.15
708 0.0 0.4 1:08.17
708 0.0 0.4 1:08.19
708 5.6 0.4 1:08.22
708 0.0 0.4 1:08.24
708 0.0 0.4 1:08.26
708 0.0 0.4 1:08.27
708 0.0 0.4 1:08.30
708 0.0 0.4 1:08.32
708 5.6 0.4 1:08.34
708 5.9 0.4 1:08.36
708 0.0 0.4 1:08.36
708 0.0 0.4 1:08.36
708 0.0 0.4 1:08.36
708 0.0 0.4 1:08.36
708 0.0 0.4 1:08.36
