KiB used, 335188 buff/cache
706 0.0 0.4 0:31.50
706 0.0 0.4 0:31.52
706 11.1 0.4 0:31.56
706 0.0 0.4 0:31.57
706 5.3 0.4 0:31.60
706 0.0 0.4 0:31.62
706 0.0 0.4 0:31.64
706 5.0 0.4 0:31.67
706 0.0 0.4 0:31.69
706 5.6 0.4 0:31.72
706 5.6 0.4 0:31.75
706 5.6 0.4 0:31.78
706 0.0 0.4 0:31.80
706 5.6 0.4 0:31.83
706 5.6 0.4 0:31.86
706 5.3 0.4 0:31.89
706 0.0 0.4 0:31.91
706 0.0 0.4 0:31.94
706 0.0 0.4 0:31.97
706 0.0 0.4 0:32.00
706 5.3 0.4 0:32.03
706 0.0 0.4 0:32.05
706 11.1 0.4 0:32.09
706 0.0 0.4 0:32.11
706 5.6 0.4 0:32.14
706 0.0 0.4 0:32.16
706 5.3 0.4 0:32.19
706 0.0 0.4 0:32.21
706 0.0 0.4 0:32.23
706 5.0 0.4 0:32.26
706 0.0 0.4 0:32.29
706 4.8 0.4 0:32.32
706 0.0 0.4 0:32.34
706 0.0 0.4 0:32.37
706 5.0 0.4 0:32.40
706 5.6 0.4 0:32.43
706 0.0 0.4 0:32.46
706 5.3 0.4 0:32.49
706 0.0 0.4 0:32.51
706 0.0 0.4 0:32.53
706 5.6 0.4 0:32.56
706 5.0 0.4 0:32.59
706 0.0 0.4 0:32.61
706 5.0 0.4 0:32.64
706 5.3 0.4 0:32.66
706 0.0 0.4 0:32.69
706 5.6 0.4 0:32.72
706 5.3 0.4 0:32.75
706 0.0 0.4 0:32.77
706 5.3 0.4 0:32.80
706 0.0 0.4 0:32.82
706 5.0 0.4 0:32.85
706 0.0 0.4 0:32.87
706 5.6 0.4 0:32.90
706 0.0 0.4 0:32.93
706 0.0 0.4 0:32.95
706 5.3 0.4 0:32.98
706 5.0 0.4 0:33.00
706 0.0 0.4 0:33.02
706 0.0 0.4 0:33.04
706 0.0 0.4 0:33.07
706 0.0 0.4 0:33.10
706 0.0 0.4 0:33.13
706 5.6 0.4 0:33.16
706 0.0 0.4 0:33.20
706 0.0 0.4 0:33.22
706 0.0 0.4 0:33.24
706 0.0 0.4 0:33.27
706 5.6 0.4 0:33.30
706 0.0 0.4 0:33.32
706 5.6 0.4 0:33.35
706 5.6 0.4 0:33.38
706 5.6 0.4 0:33.41
706 5.6 0.4 0:33.44
706 5.0 0.4 0:33.47
706 0.0 0.4 0:33.49
706 5.3 0.4 0:33.52
706 0.0 0.4 0:33.54
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
706 0.0 0.4 0:33.56
