KiB 1527212 avail Mem
721 10.0 0.4 3:33.35
721 0.0 0.4 3:33.38
721 0.0 0.4 3:33.43
721 5.3 0.4 3:33.49
721 5.0 0.4 3:33.54
721 0.0 0.4 3:33.59
721 5.3 0.4 3:33.65
721 5.6 0.4 3:33.70
721 11.1 0.4 3:33.76
721 11.1 0.4 3:33.81
721 5.6 0.4 3:33.85
721 5.0 0.4 3:33.90
721 0.0 0.4 3:33.94
721 5.6 0.4 3:34.01
721 5.3 0.4 3:34.05
721 5.6 0.4 3:34.10
721 10.5 0.4 3:34.17
721 5.3 0.4 3:34.21
721 5.6 0.4 3:34.26
721 5.6 0.4 3:34.32
721 5.3 0.4 3:34.39
721 5.3 0.4 3:34.44
721 5.3 0.4 3:34.49
721 0.0 0.4 3:34.55
721 5.6 0.4 3:34.60
721 5.6 0.4 3:34.67
721 5.6 0.4 3:34.72
721 5.6 0.4 3:34.76
721 5.6 0.4 3:34.83
721 5.6 0.4 3:34.88
721 5.6 0.4 3:34.94
721 0.0 0.4 3:34.99
721 5.3 0.4 3:35.05
721 0.0 0.4 3:35.11
721 0.0 0.4 3:35.17
721 11.1 0.4 3:35.24
721 5.3 0.4 3:35.30
721 0.0 0.4 3:35.35
721 5.3 0.4 3:35.41
721 0.0 0.4 3:35.47
721 0.0 0.4 3:35.52
721 0.0 0.4 3:35.58
721 5.3 0.4 3:35.64
721 5.3 0.4 3:35.69
721 5.6 0.4 3:35.74
721 5.3 0.4 3:35.81
721 0.0 0.4 3:35.86
721 0.0 0.4 3:35.91
721 4.8 0.4 3:35.97
721 0.0 0.4 3:36.02
721 5.6 0.4 3:36.09
721 11.1 0.4 3:36.15
721 9.5 0.4 3:36.21
721 0.0 0.4 3:36.26
721 0.0 0.4 3:36.30
721 0.0 0.4 3:36.35
721 5.6 0.4 3:36.40
721 10.0 0.4 3:36.46
721 5.6 0.4 3:36.51
721 5.6 0.4 3:36.56
721 0.0 0.4 3:36.61
721 5.6 0.4 3:36.67
721 4.8 0.4 3:36.72
721 0.0 0.4 3:36.76
721 0.0 0.4 3:36.81
721 5.3 0.4 3:36.87
721 5.3 0.4 3:36.93
721 5.3 0.4 3:36.97
721 5.6 0.4 3:37.03
721 5.6 0.4 3:37.08
721 5.6 0.4 3:37.14
721 5.6 0.4 3:37.19
721 11.1 0.4 3:37.27
721 4.8 0.4 3:37.31
721 0.0 0.4 3:37.36
721 11.1 0.4 3:37.43
721 0.0 0.4 3:37.47
721 5.3 0.4 3:37.53
721 11.1 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
721 0.0 0.4 3:37.59
