KiB 1526720 avail Mem
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
KiB used, 466156 buff/cache
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
27202 10.5 0.2 0:00.05
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
KiB 1527204 avail Mem
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
720 0.0 0.1 0:00.00
