713 18.0 0.3 0:02.44
713 20.0 0.3 0:02.45
713 16.7 0.3 0:02.45
713 18.8 0.3 0:02.47
KiB used, 487132 buff/cache
713 9.5 0.3 0:02.67
713 5.3 0.3 0:02.81
713 11.1 0.3 0:02.95
713 0.0 0.3 0:03.03
713 0.0 0.3 0:03.04
713 0.0 0.3 0:03.04
713 0.0 0.3 0:03.04
713 0.0 0.3 0:03.04
713 0.0 0.3 0:03.04
KiB used, 488468 buff/cache
713 0.0 0.3 0:03.04
713 0.0 0.3 0:03.04
713 0.0 0.3 0:03.04
713 0.0 0.3 0:03.04
2713 11.1 0.2 0:00.05
