720 11.5 0.3 0:14.39
720 23.8 0.3 0:14.58
KiB used, 330420 buff/cache
720 19.0 0.3 0:15.05
720 27.3 0.3 0:15.26
KiB used, 331072 buff/cache
720 22.2 0.3 0:15.72
720 33.3 0.3 0:16.02
535 0.0 0.9 0:00.48
535 0.0 0.9 0:00.48
535 0.0 0.9 0:00.48
535 0.0 0.9 0:00.48
535 0.0 0.9 0:00.48
535 0.0 0.9 0:00.48
535 0.0 0.9 0:00.48
535 0.0 0.9 0:00.48
