KiB used, 290700 buff/cache
721 5.6 0.4 0:29.64
721 0.0 0.4 0:29.66
721 0.0 0.4 0:29.68
721 5.3 0.4 0:29.71
721 5.3 0.4 0:29.74
721 5.0 0.4 0:29.77
721 0.0 0.4 0:29.79
721 0.0 0.4 0:29.81
721 5.0 0.4 0:29.85
721 0.0 0.4 0:29.87
721 11.1 0.4 0:29.91
721 0.0 0.4 0:29.92
721 5.6 0.4 0:29.95
721 0.0 0.4 0:29.97
721 5.3 0.4 0:30.00
721 0.0 0.4 0:30.02
KiB used, 291136 buff/cache
721 5.3 0.4 0:30.08
721 5.3 0.4 0:30.11
721 5.9 0.4 0:30.13
721 5.3 0.4 0:30.16
721 0.0 0.4 0:30.18
721 0.0 0.4 0:30.21
721 5.3 0.4 0:30.23
721 0.0 0.4 0:30.26
721 0.0 0.4 0:30.28
721 5.0 0.4 0:30.32
721 0.0 0.4 0:30.34
721 0.0 0.4 0:30.37
721 0.0 0.4 0:30.40
721 5.3 0.4 0:30.43
721 0.0 0.4 0:30.45
721 0.0 0.4 0:30.48
721 0.0 0.4 0:30.51
721 4.8 0.4 0:30.54
721 5.6 0.4 0:30.57
721 5.6 0.4 0:30.60
721 0.0 0.4 0:30.62
721 0.0 0.4 0:30.65
721 0.0 0.4 0:30.68
721 0.0 0.4 0:30.71
721 5.6 0.4 0:30.74
721 5.3 0.4 0:30.77
721 5.3 0.4 0:30.79
721 0.0 0.4 0:30.81
721 5.3 0.4 0:30.84
721 10.0 0.4 0:30.87
721 0.0 0.4 0:30.89
721 0.0 0.4 0:30.91
721 5.6 0.4 0:30.95
721 0.0 0.4 0:30.98
721 5.6 0.4 0:31.01
721 0.0 0.4 0:31.03
721 5.3 0.4 0:31.06
721 0.0 0.4 0:31.08
721 4.8 0.4 0:31.11
721 5.0 0.4 0:31.14
721 5.3 0.4 0:31.17
721 0.0 0.4 0:31.19
721 0.0 0.4 0:31.21
721 5.0 0.4 0:31.25
721 0.0 0.4 0:31.27
721 0.0 0.4 0:31.30
721 0.0 0.4 0:31.32
721 0.0 0.4 0:31.34
721 0.0 0.4 0:31.37
721 0.0 0.4 0:31.39
721 5.6 0.4 0:31.42
721 0.0 0.4 0:31.44
721 5.3 0.4 0:31.47
721 0.0 0.4 0:31.49
721 0.0 0.4 0:31.52
721 0.0 0.4 0:31.54
721 0.0 0.4 0:31.57
721 0.0 0.4 0:31.60
721 5.6 0.4 0:31.63
721 0.0 0.4 0:31.65
721 5.6 0.4 0:31.68
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
17212 11.1 0.2 0:00.02
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
721 0.0 0.4 0:31.69
