KiB used, 297720 buff/cache
720 0.0 0.4 0:35.62
720 5.6 0.4 0:35.64
720 0.0 0.4 0:35.66
720 0.0 0.4 0:35.69
720 5.0 0.4 0:35.71
720 0.0 0.4 0:35.73
720 5.6 0.4 0:35.75
720 5.6 0.4 0:35.77
720 0.0 0.4 0:35.78
720 0.0 0.4 0:35.80
720 0.0 0.4 0:35.82
720 5.3 0.4 0:35.85
720 0.0 0.4 0:35.87
KiB 1537204 avail Mem
720 5.6 0.4 0:35.91
720 5.6 0.4 0:35.93
720 0.0 0.4 0:35.95
720 5.6 0.4 0:35.97
720 0.0 0.4 0:35.99
720 0.0 0.4 0:36.01
720 5.6 0.4 0:36.04
720 5.0 0.4 0:36.06
720 0.0 0.4 0:36.08
720 11.1 0.4 0:36.12
KiB 1534720 avail Mem
720 0.0 0.4 0:36.15
720 5.0 0.4 0:36.18
720 0.0 0.4 0:36.20
720 5.6 0.4 0:36.22
720 0.0 0.4 0:36.24
720 0.0 0.4 0:36.27
720 5.6 0.4 0:36.30
KiB 1533720 avail Mem
720 0.0 0.4 0:36.34
720 5.6 0.4 0:36.37
720 0.0 0.4 0:36.39
720 0.0 0.4 0:36.41
720 0.0 0.4 0:36.43
720 0.0 0.4 0:36.45
720 0.0 0.4 0:36.47
720 0.0 0.4 0:36.49
720 0.0 0.4 0:36.51
720 0.0 0.4 0:36.54
720 0.0 0.4 0:36.56
720 0.0 0.4 0:36.58
720 0.0 0.4 0:36.60
720 5.9 0.4 0:36.62
720 0.0 0.4 0:36.64
720 0.0 0.4 0:36.66
720 5.0 0.4 0:36.68
720 5.3 0.4 0:36.70
720 0.0 0.4 0:36.72
720 0.0 0.4 0:36.75
720 0.0 0.4 0:36.77
KiB used, 298656 buff/cache
720 0.0 0.4 0:36.82
720 0.0 0.4 0:36.82
720 0.0 0.4 0:36.84
720 0.0 0.4 0:36.86
720 0.0 0.4 0:36.88
720 0.0 0.4 0:36.90
302 0.0 0.0 0:00.00
720 0.0 0.4 0:36.95
720 0.0 0.4 0:36.96
720 0.0 0.4 0:36.99
720 0.0 0.4 0:37.01
720 5.6 0.4 0:37.04
720 5.6 0.4 0:37.06
720 5.3 0.4 0:37.09
720 0.0 0.4 0:37.11
720 0.0 0.4 0:37.13
720 0.0 0.4 0:37.15
720 0.0 0.4 0:37.17
720 0.0 0.4 0:37.20
720 0.0 0.4 0:37.22
720 0.0 0.4 0:37.24
720 5.6 0.4 0:37.27
720 0.0 0.4 0:37.29
720 5.3 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
720 0.0 0.4 0:37.31
