Percentage served,Time in ms
0,17.735
1,20.628
2,20.960
3,21.163
4,21.310
5,21.405
6,21.485
7,21.551
8,21.614
9,21.674
10,21.728
11,21.780
12,21.830
13,21.875
14,21.921
15,21.963
16,22.008
17,22.053
18,22.097
19,22.141
20,22.183
21,22.226
22,22.268
23,22.309
24,22.348
25,22.388
26,22.427
27,22.466
28,22.501
29,22.536
30,22.576
31,22.616
32,22.657
33,22.698
34,22.741
35,22.788
36,22.837
37,22.889
38,22.943
39,22.999
40,23.062
41,23.127
42,23.196
43,23.271
44,23.358
45,23.451
46,23.554
47,23.672
48,23.802
49,23.938
50,24.072
51,24.195
52,24.319
53,24.455
54,24.590
55,24.726
56,24.864
57,24.988
58,25.120
59,25.250
60,25.392
61,25.544
62,25.691
63,25.851
64,26.019
65,26.208
66,26.412
67,26.655
68,26.898
69,27.158
70,27.457
71,27.800
72,28.193
73,28.621
74,29.080
75,29.515
76,30.030
77,30.559
78,31.018
79,31.562
80,32.157
81,32.880
82,33.592
83,34.342
84,35.042
85,35.710
86,36.539
87,37.487
88,38.630
89,40.117
90,41.838
91,44.072
92,48.233
93,77.132
94,232.689
95,239.202
96,246.984
97,463.058
98,1031.551
99,1052.551
100,3078.617
