Percentage served,Time in ms
0,1.495
1,3.724
2,4.025
3,4.327
4,4.848
5,5.860
6,8.022
7,9.806
8,11.558
9,12.278
10,12.848
11,13.242
12,13.538
13,13.827
14,14.071
15,14.279
16,14.485
17,14.674
18,14.832
19,14.973
20,15.119
21,15.259
22,15.385
23,15.509
24,15.626
25,15.749
26,15.868
27,15.983
28,16.096
29,16.203
30,16.312
31,16.424
32,16.557
33,16.690
34,16.824
35,16.975
36,17.122
37,17.274
38,17.432
39,17.583
40,17.742
41,17.915
42,18.082
43,18.259
44,18.434
45,18.599
46,18.764
47,18.956
48,19.163
49,19.393
50,19.650
51,19.949
52,20.298
53,20.683
54,21.072
55,21.378
56,21.664
57,21.940
58,22.204
59,22.433
60,22.626
61,22.791
62,22.926
63,23.041
64,23.150
65,23.250
66,23.344
67,23.446
68,23.540
69,23.633
70,23.735
71,23.835
72,23.942
73,24.061
74,24.187
75,24.348
76,24.527
77,24.779
78,25.124
79,25.655
80,26.462
81,27.813
82,29.594
83,32.204
84,34.818
85,39.441
86,47.417
87,52.655
88,57.601
89,64.609
90,79.135
91,96.429
92,241.495
93,266.774
94,475.911
95,1021.091
96,1031.610
97,1039.537
98,1054.981
99,1218.450
100,13381.123
