Percentage served,Time in ms
0,0.393
1,0.793
2,0.871
3,0.931
4,0.978
5,1.019
6,1.053
7,1.085
8,1.112
9,1.136
10,1.156
11,1.173
12,1.187
13,1.201
14,1.214
15,1.228
16,1.241
17,1.255
18,1.270
19,1.285
20,1.300
21,1.318
22,1.336
23,1.356
24,1.378
25,1.401
26,1.424
27,1.448
28,1.472
29,1.495
30,1.519
31,1.542
32,1.565
33,1.587
34,1.609
35,1.631
36,1.653
37,1.675
38,1.696
39,1.718
40,1.738
41,1.760
42,1.782
43,1.804
44,1.828
45,1.854
46,1.878
47,1.903
48,1.932
49,1.960
50,1.990
51,2.022
52,2.057
53,2.094
54,2.130
55,2.167
56,2.208
57,2.250
58,2.293
59,2.341
60,2.394
61,2.456
62,2.527
63,2.607
64,2.706
65,2.819
66,2.965
67,3.142
68,3.350
69,3.596
70,3.892
71,4.153
72,4.389
73,4.607
74,4.808
75,5.023
76,5.257
77,5.490
78,5.768
79,6.139
80,6.682
81,7.717
82,9.113
83,10.793
84,17.393
85,25.494
86,31.543
87,51.202
88,16232.754
89,18748.875
90,20000.648
91,20001.293
92,20001.790
93,20002.212
94,20002.653
95,20003.060
96,20003.511
97,20004.041
98,20004.716
99,20005.821
100,20095.344
