Percentage served,Time in ms
0,12.249
1,16.650
2,18.412
3,19.665
4,20.151
5,20.340
6,20.466
7,20.553
8,20.627
9,20.692
10,20.749
11,20.802
12,20.851
13,20.898
14,20.943
15,20.983
16,21.025
17,21.067
18,21.108
19,21.147
20,21.187
21,21.227
22,21.269
23,21.311
24,21.354
25,21.396
26,21.441
27,21.488
28,21.536
29,21.587
30,21.640
31,21.690
32,21.744
33,21.798
34,21.855
35,21.912
36,21.974
37,22.037
38,22.107
39,22.177
40,22.248
41,22.320
42,22.396
43,22.466
44,22.545
45,22.627
46,22.718
47,22.812
48,22.908
49,22.999
50,23.090
51,23.188
52,23.293
53,23.406
54,23.535
55,23.665
56,23.799
57,23.954
58,24.116
59,24.273
60,24.443
61,24.621
62,24.816
63,25.013
64,25.203
65,25.432
66,25.696
67,25.995
68,26.308
69,26.659
70,27.087
71,27.533
72,27.965
73,28.379
74,28.817
75,29.175
76,29.485
77,29.836
78,30.232
79,30.646
80,31.031
81,31.485
82,31.990
83,32.574
84,33.130
85,33.790
86,34.545
87,35.441
88,36.503
89,37.622
90,39.115
91,42.815
92,46.518
93,52.042
94,71.318
95,232.634
96,238.084
97,245.467
98,463.237
99,1038.229
100,3049.201
