Percentage served,Time in ms
0,3.682
1,5.698
2,6.057
3,6.317
4,6.530
5,6.718
6,6.905
7,7.085
8,7.266
9,7.433
10,7.615
11,7.784
12,7.957
13,8.136
14,8.308
15,8.487
16,8.677
17,8.873
18,9.065
19,9.255
20,9.446
21,9.643
22,9.853
23,10.065
24,10.271
25,10.479
26,10.695
27,10.939
28,11.184
29,11.424
30,11.674
31,11.930
32,12.199
33,12.471
34,12.753
35,13.055
36,13.353
37,13.669
38,13.985
39,14.310
40,14.635
41,14.970
42,15.310
43,15.681
44,16.062
45,16.530
46,17.011
47,17.637
48,18.414
49,19.848
50,24.774
51,125.220
52,231.250
53,313.116
54,395.397
55,464.842
56,521.966
57,549.383
58,562.783
59,572.364
60,580.137
61,587.876
62,594.802
63,601.640
64,607.754
65,613.719
66,620.760
67,630.660
68,643.282
69,655.618
70,675.601
71,701.930
72,741.562
73,776.828
74,809.560
75,846.082
76,894.808
77,935.125
78,983.690
79,1037.917
80,1105.304
81,1190.874
82,1275.399
83,1360.494
84,1457.537
85,1573.670
86,1632.692
87,1688.700
88,1804.445
89,1928.512
90,2068.029
91,2265.876
92,2488.461
93,2783.124
94,3153.486
95,3615.894
96,4210.620
97,5143.755
98,6745.183
99,10486.552
100,103937.590
