Percentage served,Time in ms
0,1.003
1,1.305
2,1.349
3,1.385
4,1.414
5,1.444
6,1.470
7,1.495
8,1.519
9,1.543
10,1.567
11,1.591
12,1.618
13,1.647
14,1.679
15,1.714
16,1.755
17,1.800
18,1.855
19,1.920
20,2.007
21,2.106
22,2.236
23,2.397
24,2.589
25,2.821
26,3.081
27,3.359
28,3.673
29,4.051
30,4.483
31,4.896
32,5.415
33,6.018
34,6.714
35,7.577
36,8.508
37,9.528
38,10.603
39,11.714
40,13.066
41,14.423
42,15.894
43,17.416
44,18.906
45,20.803
46,22.780
47,24.620
48,26.874
49,29.034
50,31.591
51,34.266
52,37.228
53,39.976
54,42.354
55,45.166
56,47.993
57,50.738
58,53.884
59,57.082
60,60.190
61,63.473
62,67.146
63,70.361
64,73.810
65,77.713
66,82.076
67,87.153
68,93.109
69,101.015
70,107.039
71,111.389
72,117.423
73,123.664
74,131.997
75,140.965
76,149.880
77,159.002
78,168.825
79,179.879
80,190.866
81,200.048
82,203.153
83,204.275
84,205.335
85,206.788
86,208.647
87,210.987
88,212.710
89,214.510
90,217.354
91,221.945
92,228.374
93,235.426
94,421.116
95,1023.096
96,1042.225
97,1073.119
98,1141.649
99,1936.114
100,6965.490
