Percentage served,Time in ms
0,1.055
1,1.278
2,1.346
3,1.403
4,1.459
5,1.518
6,1.581
7,1.659
8,1.770
9,1.966
10,2.377
11,3.110
12,3.935
13,5.343
14,7.030
15,8.697
16,10.877
17,12.562
18,14.461
19,16.657
20,19.759
21,22.690
22,25.427
23,28.092
24,30.666
25,32.917
26,34.457
27,36.069
28,38.098
29,40.616
30,42.846
31,45.133
32,47.182
33,49.144
34,51.314
35,53.526
36,55.593
37,57.443
38,59.545
39,61.409
40,63.471
41,65.770
42,67.949
43,70.263
44,72.474
45,74.978
46,77.722
47,79.985
48,82.418
49,85.154
50,87.976
51,90.970
52,93.539
53,96.444
54,99.468
55,102.224
56,104.661
57,107.451
58,109.491
59,112.144
60,115.267
61,118.494
62,122.127
63,125.589
64,129.927
65,134.477
66,138.779
67,143.924
68,150.189
69,158.985
70,165.866
71,173.866
72,182.498
73,190.262
74,196.957
75,200.242
76,202.100
77,203.367
78,204.409
79,205.399
80,206.481
81,207.496
82,208.455
83,209.930
84,211.667
85,213.745
86,216.101
87,218.843
88,224.190
89,229.675
90,233.296
91,247.234
92,411.923
93,1025.250
94,1058.718
95,1098.361
96,1138.832
97,1233.021
98,1563.328
99,3063.963
100,16840.582
