Percentage served,Time in ms
0,1.137
1,1.440
2,1.561
3,1.698
4,1.852
5,2.051
6,2.310
7,2.635
8,3.035
9,3.416
10,3.787
11,4.184
12,4.592
13,5.117
14,5.729
15,6.352
16,7.068
17,8.151
18,9.451
19,10.937
20,12.414
21,13.634
22,14.945
23,16.103
24,17.405
25,18.633
26,19.868
27,21.230
28,22.838
29,24.809
30,26.711
31,28.459
32,30.161
33,31.873
34,33.569
35,35.066
36,36.549
37,37.994
38,39.799
39,41.480
40,43.421
41,45.060
42,47.090
43,49.130
44,51.017
45,52.592
46,54.177
47,55.970
48,57.590
49,59.248
50,60.894
51,62.582
52,64.251
53,65.866
54,67.634
55,69.255
56,70.735
57,72.240
58,73.816
59,75.319
60,76.879
61,78.463
62,79.999
63,81.555
64,83.105
65,84.806
66,86.708
67,88.401
68,90.050
69,91.713
70,93.611
71,95.541
72,97.678
73,99.749
74,102.121
75,104.455
76,106.657
77,108.563
78,110.788
79,112.624
80,115.178
81,119.544
82,124.441
83,130.420
84,137.971
85,147.602
86,158.880
87,173.720
88,191.150
89,205.486
90,211.500
91,215.424
92,231.421
93,335.964
94,1023.322
95,1056.062
96,1084.698
97,1105.156
98,1125.427
99,1301.627
100,5054.853
