Percentage served,Time in ms
0,1.156
1,1.328
2,1.392
3,1.448
4,1.500
5,1.554
6,1.612
7,1.678
8,1.754
9,1.850
10,1.985
11,2.167
12,2.381
13,2.639
14,2.958
15,3.290
16,3.683
17,4.119
18,4.638
19,5.180
20,5.807
21,6.541
22,7.440
23,8.435
24,9.416
25,10.422
26,11.427
27,12.592
28,13.699
29,14.941
30,16.370
31,17.781
32,19.489
33,21.244
34,23.107
35,24.715
36,26.205
37,27.899
38,29.760
39,31.694
40,33.490
41,35.156
42,36.764
43,38.391
44,39.893
45,41.400
46,43.069
47,44.763
48,46.450
49,48.380
50,50.297
51,52.173
52,53.717
53,55.058
54,56.657
55,58.243
56,60.296
57,62.436
58,64.913
59,67.479
60,69.990
61,72.546
62,74.956
63,77.535
64,80.117
65,82.725
66,85.296
67,88.001
68,90.920
69,93.699
70,96.576
71,100.035
72,103.315
73,106.202
74,108.853
75,111.664
76,114.789
77,118.455
78,123.039
79,128.370
80,133.990
81,141.150
82,150.953
83,161.895
84,171.604
85,183.329
86,195.001
87,203.028
88,207.453
89,210.406
90,214.498
91,219.980
92,226.041
93,235.447
94,251.974
95,410.325
96,1036.222
97,1090.795
98,1161.535
99,2777.234
100,5028.799
