Percentage served,Time in ms
0,1.123
1,1.428
2,1.485
3,1.532
4,1.578
5,1.619
6,1.661
7,1.705
8,1.747
9,1.799
10,1.857
11,1.927
12,2.021
13,2.154
14,2.395
15,2.821
16,3.491
17,4.475
18,5.791
19,7.169
20,8.613
21,10.422
22,12.432
23,14.829
24,17.579
25,20.428
26,23.137
27,25.912
28,29.222
29,32.404
30,35.627
31,39.262
32,43.282
33,47.001
34,50.756
35,54.606
36,58.505
37,62.360
38,66.690
39,71.083
40,75.442
41,79.567
42,83.378
43,86.560
44,90.019
45,93.232
46,97.156
47,100.964
48,105.731
49,110.555
50,114.901
51,120.429
52,125.270
53,129.717
54,134.668
55,139.845
56,145.748
57,151.231
58,156.072
59,160.703
60,165.890
61,170.382
62,175.091
63,180.043
64,184.970
65,190.233
66,194.763
67,199.867
68,203.926
69,208.376
70,213.619
71,218.126
72,222.598
73,225.866
74,228.213
75,230.209
76,232.892
77,235.120
78,236.835
79,238.455
80,240.119
81,241.866
82,243.597
83,245.219
84,246.722
85,248.179
86,249.943
87,252.680
88,256.368
89,262.212
90,268.738
91,277.128
92,450.876
93,1031.943
94,1074.967
95,1124.146
96,1211.230
97,1364.423
98,2095.264
99,3115.568
100,14314.217
