KiB 1537184 avail Mem
718 5.6 0.3 0:15.49
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.51
718 0.0 0.3 0:15.52
718 0.0 0.3 0:15.52
718 0.0 0.3 0:15.52
718 0.0 0.3 0:15.53
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
KiB 1537188 avail Mem
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.56
718 0.0 0.3 0:15.57
718 0.0 0.3 0:15.57
718 0.0 0.3 0:15.57
718 5.0 0.3 0:15.63
718 0.0 0.3 0:15.65
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.67
718 0.0 0.3 0:15.68
718 11.1 0.3 0:15.70
718 5.6 0.3 0:15.71
718 5.6 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
718 0.0 0.3 0:15.73
KiB 1537184 avail Mem
718 0.0 0.3 0:15.74
718 0.0 0.3 0:15.75
718 0.0 0.3 0:15.77
718 0.0 0.3 0:15.78
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.79
718 0.0 0.3 0:15.80
718 0.0 0.3 0:15.80
718 0.0 0.3 0:15.82
718 0.0 0.3 0:15.84
718 0.0 0.3 0:15.87
718 0.0 0.3 0:15.88
718 0.0 0.3 0:15.88
718 0.0 0.3 0:15.88
718 0.0 0.3 0:15.88
KiB 1537180 avail Mem
718 0.0 0.3 0:15.88
718 0.0 0.3 0:15.88
718 0.0 0.3 0:15.88
718 0.0 0.3 0:15.88
718 0.0 0.3 0:15.88
718 0.0 0.3 0:15.88
718 0.0 0.3 0:15.89
718 0.0 0.3 0:15.89
718 0.0 0.3 0:15.89
718 0.0 0.3 0:15.90
718 0.0 0.3 0:15.90
718 0.0 0.3 0:15.91
718 0.0 0.3 0:15.94
718 0.0 0.3 0:15.95
718 0.0 0.3 0:15.95
718 0.0 0.3 0:15.95
718 0.0 0.3 0:15.95
718 0.0 0.3 0:15.95
KiB 1537184 avail Mem
718 0.0 0.3 0:15.95
718 0.0 0.3 0:15.95
718 0.0 0.3 0:15.95
718 0.0 0.3 0:15.95
718 0.0 0.3 0:15.95
718 5.6 0.3 0:15.96
718 0.0 0.3 0:15.96
718 0.0 0.3 0:15.97
718 0.0 0.3 0:15.97
718 0.0 0.3 0:15.97
718 0.0 0.3 0:15.98
718 5.6 0.3 0:16.00
718 0.0 0.3 0:16.01
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 0.0 0.3 0:16.02
718 5.3 0.3 0:16.04
718 0.0 0.3 0:16.05
718 11.1 0.3 0:16.07
718 11.1 0.3 0:16.09
718 0.0 0.3 0:16.10
718 0.0 0.3 0:16.10
718 0.0 0.3 0:16.10
718 0.0 0.3 0:16.10
718 0.0 0.3 0:16.10
718 0.0 0.3 0:16.11
718 0.0 0.3 0:16.11
718 0.0 0.3 0:16.11
718 0.0 0.3 0:16.11
718 0.0 0.3 0:16.11
718 0.0 0.3 0:16.11
718 0.0 0.3 0:16.11
718 0.0 0.3 0:16.12
718 0.0 0.3 0:16.12
718 0.0 0.3 0:16.13
718 0.0 0.3 0:16.13
718 0.0 0.3 0:16.14
718 0.0 0.3 0:16.15
718 0.0 0.3 0:16.16
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
718 0.0 0.3 0:16.17
