708 15.8 0.3 0:05.87
708 21.1 0.3 0:06.06
708 9.1 0.3 0:06.21
KiB used, 259900 buff/cache
708 15.0 0.3 0:06.56
KiB used, 260268 buff/cache
708 20.0 0.3 0:06.98
708 15.0 0.3 0:07.14
274 0.0 0.8 0:00.51
274 0.0 0.8 0:00.51
274 0.0 0.8 0:00.51
274 0.0 0.8 0:00.51
274 0.0 0.8 0:00.51
274 0.0 0.8 0:00.51
274 0.0 0.8 0:00.51
274 0.0 0.8 0:00.51
