Percentage served,Time in ms
0,4.973
1,5.985
2,6.088
3,6.151
4,6.204
5,6.245
6,6.282
7,6.319
8,6.356
9,6.387
10,6.421
11,6.455
12,6.490
13,6.527
14,6.566
15,6.609
16,6.656
17,6.710
18,6.777
19,6.857
20,6.954
21,7.077
22,7.216
23,7.366
24,7.526
25,7.709
26,7.900
27,8.106
28,8.315
29,8.531
30,8.765
31,8.999
32,9.262
33,9.535
34,9.808
35,10.056
36,10.292
37,10.508
38,10.733
39,10.998
40,11.312
41,11.743
42,12.277
43,13.002
44,13.964
45,14.918
46,15.965
47,17.305
48,19.345
49,22.237
50,26.482
51,33.333
52,49.953
53,324.902
54,577.341
55,800.095
56,1078.679
57,1336.516
58,1574.215
59,1709.801
60,1748.338
61,1781.906
62,1813.000
63,1879.706
64,1917.750
65,1985.654
66,2073.574
67,2246.165
68,2341.645
69,2587.551
70,2667.140
71,3013.404
72,3385.187
73,3716.167
74,3977.837
75,4198.528
76,4392.850
77,4576.360
78,4748.987
79,4922.362
80,5095.697
81,5269.410
82,5457.404
83,5627.392
84,5813.857
85,6007.237
86,6204.763
87,6418.811
88,6660.321
89,6907.512
90,7184.273
91,7492.900
92,7837.594
93,8235.816
94,8723.613
95,9283.833
96,9984.358
97,10965.563
98,12372.412
99,14863.989
100,39141.325
