Percentage served,Time in ms
0,302.853
1,670.269
2,686.712
3,697.875
4,706.053
5,712.155
6,718.112
7,724.243
8,730.321
9,735.469
10,739.940
11,743.862
12,747.622
13,751.629
14,755.606
15,759.520
16,763.228
17,767.100
18,770.612
19,774.159
20,777.607
21,781.090
22,784.325
23,787.297
24,790.400
25,793.295
26,796.138
27,799.012
28,801.941
29,804.919
30,807.869
31,810.524
32,813.228
33,815.819
34,818.575
35,821.128
36,823.727
37,826.227
38,828.785
39,831.388
40,834.073
41,836.783
42,839.469
43,842.328
44,845.065
45,847.835
46,850.513
47,853.132
48,855.866
49,858.451
50,861.071
51,863.735
52,866.337
53,869.024
54,871.915
55,874.862
56,877.763
57,880.918
58,883.993
59,887.076
60,890.256
61,893.433
62,896.443
63,899.686
64,903.002
65,906.387
66,910.094
67,913.816
68,917.592
69,921.931
70,926.188
71,930.046
72,933.966
73,938.035
74,942.365
75,946.564
76,950.841
77,955.008
78,959.648
79,964.390
80,969.388
81,973.908
82,978.579
83,983.411
84,988.000
85,993.086
86,999.162
87,1005.574
88,1011.991
89,1018.573
90,1026.192
91,1035.447
92,1044.166
93,1052.833
94,1064.178
95,1076.662
96,1090.277
97,1106.639
98,1125.518
99,1150.845
100,2046.344
