Percentage served,Time in ms
0,18.176
1,22.154
2,22.598
3,22.841
4,23.004
5,23.127
6,23.230
7,23.325
8,23.402
9,23.475
10,23.540
11,23.598
12,23.653
13,23.704
14,23.752
15,23.801
16,23.844
17,23.888
18,23.926
19,23.965
20,24.004
21,24.043
22,24.080
23,24.116
24,24.154
25,24.190
26,24.224
27,24.259
28,24.293
29,24.329
30,24.364
31,24.397
32,24.434
33,24.469
34,24.506
35,24.545
36,24.584
37,24.623
38,24.663
39,24.704
40,24.748
41,24.792
42,24.837
43,24.886
44,24.939
45,24.991
46,25.044
47,25.098
48,25.154
49,25.215
50,25.276
51,25.342
52,25.412
53,25.485
54,25.560
55,25.642
56,25.722
57,25.807
58,25.897
59,25.993
60,26.097
61,26.203
62,26.315
63,26.439
64,26.563
65,26.702
66,26.853
67,27.018
68,27.205
69,27.420
70,27.656
71,27.919
72,28.210
73,28.562
74,28.932
75,29.323
76,29.789
77,30.313
78,30.731
79,31.208
80,31.763
81,32.365
82,32.987
83,33.641
84,34.351
85,35.157
86,35.983
87,36.876
88,37.944
89,39.203
90,40.868
91,43.275
92,46.390
93,51.532
94,69.670
95,237.180
96,242.104
97,249.904
98,1024.013
99,1047.270
100,2514.572
