KiB 1537148 avail Mem
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.56
714 0.0 0.3 0:33.57
714 0.0 0.3 0:33.57
714 0.0 0.3 0:33.57
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 0.0 0.3 0:33.60
714 5.6 0.3 0:33.61
714 0.0 0.3 0:33.61
714 0.0 0.3 0:33.62
714 0.0 0.3 0:33.62
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.67
714 0.0 0.3 0:33.68
714 0.0 0.3 0:33.68
714 0.0 0.3 0:33.68
714 16.7 0.3 0:33.72
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
714 0.0 0.3 0:33.74
