KiB 1537236 avail Mem
723 4.8 0.3 1:06.20
723 0.0 0.3 1:06.22
723 0.0 0.3 1:06.22
723 0.0 0.3 1:06.22
723 0.0 0.3 1:06.22
723 13.6 0.3 1:06.33
723 16.7 0.3 1:06.48
723 15.8 0.3 1:06.65
723 22.7 0.3 1:06.84
723 15.0 0.3 1:07.00
723 15.0 0.3 1:07.21
723 15.0 0.3 1:07.40
723 15.8 0.3 1:07.59
723 0.0 0.3 1:07.67
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
723 0.0 0.3 1:07.68
