KiB used, 368564 buff/cache
713 0.0 0.3 0:37.59
713 0.0 0.3 0:37.59
713 0.0 0.3 0:37.59
713 0.0 0.3 0:37.59
713 5.3 0.3 0:37.60
713 10.0 0.3 0:37.70
713 10.0 0.3 0:37.80
713 9.5 0.3 0:37.91
713 10.5 0.3 0:38.02
713 10.0 0.3 0:38.13
713 15.0 0.3 0:38.26
713 15.8 0.3 0:38.37
713 4.8 0.3 0:38.48
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
713 0.0 0.3 0:38.49
