Percentage served,Time in ms
0,1.157
1,1.596
2,1.865
3,2.106
4,2.653
5,4.123
6,6.762
7,11.740
8,18.292
9,22.507
10,27.391
11,32.590
12,36.115
13,41.288
14,46.820
15,51.611
16,55.532
17,59.693
18,63.952
19,67.925
20,70.782
21,73.711
22,77.144
23,80.169
24,82.623
25,85.323
26,87.566
27,89.581
28,91.471
29,93.374
30,94.923
31,96.434
32,97.801
33,99.302
34,100.953
35,102.507
36,104.305
37,106.123
38,107.803
39,109.212
40,110.347
41,111.668
42,113.138
43,114.669
44,116.303
45,118.170
46,119.927
47,121.572
48,123.638
49,126.267
50,129.172
51,132.904
52,136.740
53,140.999
54,146.755
55,153.239
56,159.675
57,166.298
58,171.920
59,177.933
60,184.633
61,191.968
62,198.293
63,205.045
64,211.118
65,215.764
66,218.941
67,221.472
68,224.727
69,228.355
70,232.320
71,236.983
72,242.185
73,248.513
74,253.770
75,259.384
76,265.232
77,273.294
78,280.365
79,288.527
80,295.984
81,302.696
82,310.842
83,320.762
84,333.292
85,393.719
86,513.230
87,677.867
88,1028.130
89,1106.147
90,1132.233
91,1163.715
92,1222.633
93,1267.242
94,1339.584
95,1595.961
96,2783.028
97,3247.676
98,4326.937
99,5327.672
100,45861.360
