Percentage served,Time in ms
0,0.990
1,2.496
2,4.789
3,5.952
4,6.266
5,6.574
6,7.305
7,7.788
8,8.016
9,8.181
10,8.305
11,8.400
12,8.479
13,8.552
14,8.611
15,8.664
16,8.711
17,8.752
18,8.790
19,8.822
20,8.851
21,8.881
22,8.908
23,8.935
24,8.962
25,8.987
26,9.012
27,9.037
28,9.062
29,9.084
30,9.107
31,9.131
32,9.154
33,9.177
34,9.200
35,9.222
36,9.244
37,9.268
38,9.290
39,9.313
40,9.336
41,9.360
42,9.384
43,9.409
44,9.434
45,9.458
46,9.484
47,9.509
48,9.536
49,9.562
50,9.588
51,9.616
52,9.645
53,9.675
54,9.705
55,9.739
56,9.771
57,9.806
58,9.840
59,9.876
60,9.913
61,9.953
62,9.994
63,10.041
64,10.089
65,10.140
66,10.197
67,10.257
68,10.322
69,10.386
70,10.455
71,10.531
72,10.613
73,10.705
74,10.807
75,10.921
76,11.063
77,11.212
78,11.386
79,11.556
80,11.758
81,11.985
82,12.349
83,12.976
84,14.078
85,16.452
86,30.662
87,214.395
88,216.438
89,218.373
90,220.448
91,222.412
92,278.334
93,1013.547
94,1021.356
95,1026.276
96,1031.256
97,1037.119
98,1230.006
99,1270.754
100,6245.755
