Percentage served,Time in ms
0,21.019
1,23.613
2,24.278
3,24.728
4,25.105
5,25.498
6,25.867
7,26.249
8,26.723
9,27.259
10,28.003
11,28.887
12,29.993
13,31.427
14,32.722
15,33.788
16,34.797
17,35.714
18,36.396
19,37.047
20,37.597
21,38.148
22,38.679
23,39.160
24,39.662
25,40.116
26,40.564
27,40.990
28,41.450
29,41.842
30,42.197
31,42.548
32,42.873
33,43.200
34,43.514
35,43.808
36,44.100
37,44.390
38,44.687
39,44.990
40,45.267
41,45.545
42,45.811
43,46.095
44,46.378
45,46.653
46,46.940
47,47.235
48,47.508
49,47.784
50,48.033
51,48.273
52,48.533
53,48.786
54,49.035
55,49.291
56,49.530
57,49.769
58,50.014
59,50.254
60,50.497
61,50.762
62,51.020
63,51.274
64,51.525
65,51.769
66,52.015
67,52.267
68,52.518
69,52.754
70,52.988
71,53.217
72,53.450
73,53.716
74,53.988
75,54.275
76,54.551
77,54.847
78,55.157
79,55.487
80,55.856
81,56.241
82,56.629
83,57.006
84,57.385
85,57.854
86,58.389
87,58.978
88,59.650
89,60.410
90,61.418
91,62.584
92,63.888
93,65.644
94,67.895
95,71.258
96,74.882
97,101.040
98,253.676
99,267.331
100,2031.895
