KiB 1527344 avail Mem
734 0.0 0.4 4:48.02
734 5.0 0.4 4:48.06
734 0.0 0.4 4:48.08
734 5.6 0.4 4:48.10
734 5.3 0.4 4:48.13
734 0.0 0.4 4:48.16
734 0.0 0.4 4:48.18
734 5.3 0.4 4:48.21
734 0.0 0.4 4:48.23
734 0.0 0.4 4:48.26
734 0.0 0.4 4:48.29
734 0.0 0.4 4:48.31
734 0.0 0.4 4:48.34
734 0.0 0.4 4:48.37
734 0.0 0.4 4:48.40
734 0.0 0.4 4:48.42
734 0.0 0.4 4:48.44
734 0.0 0.4 4:48.46
734 5.6 0.4 4:48.49
734 5.6 0.4 4:48.52
734 0.0 0.4 4:48.54
734 0.0 0.4 4:48.57
734 5.6 0.4 4:48.60
734 5.6 0.4 4:48.63
734 0.0 0.4 4:48.65
734 5.3 0.4 4:48.69
734 0.0 0.4 4:48.72
734 0.0 0.4 4:48.75
734 5.6 0.4 4:48.78
734 0.0 0.4 4:48.80
17342 26.3 0.2 0:00.05
734 0.0 0.4 4:48.85
734 5.3 0.4 4:48.88
734 0.0 0.4 4:48.90
734 0.0 0.4 4:48.92
734 5.3 0.4 4:48.95
734 5.6 0.4 4:48.99
734 4.8 0.4 4:49.02
734 5.6 0.4 4:49.04
734 5.3 0.4 4:49.07
734 5.3 0.4 4:49.09
734 5.6 0.4 4:49.12
734 5.6 0.4 4:49.15
734 0.0 0.4 4:49.17
734 5.6 0.4 4:49.21
734 11.1 0.4 4:49.25
734 0.0 0.4 4:49.27
734 0.0 0.4 4:49.30
734 0.0 0.4 4:49.32
734 5.0 0.4 4:49.35
734 0.0 0.4 4:49.38
734 5.3 0.4 4:49.41
734 0.0 0.4 4:49.43
734 5.0 0.4 4:49.46
734 0.0 0.4 4:49.48
734 5.6 0.4 4:49.51
734 0.0 0.4 4:49.53
734 5.6 0.4 4:49.56
734 0.0 0.4 4:49.59
734 0.0 0.4 4:49.61
734 0.0 0.4 4:49.63
734 0.0 0.4 4:49.66
734 0.0 0.4 4:49.69
734 5.6 0.4 4:49.72
734 0.0 0.4 4:49.74
734 5.6 0.4 4:49.77
734 5.3 0.4 4:49.80
734 5.6 0.4 4:49.83
734 0.0 0.4 4:49.85
734 0.0 0.4 4:49.87
734 5.6 0.4 4:49.91
734 0.0 0.4 4:49.93
734 5.6 0.4 4:49.96
734 0.0 0.4 4:49.98
734 0.0 0.4 4:50.01
734 5.3 0.4 4:50.05
734 5.6 0.4 4:50.08
734 0.0 0.4 4:50.11
734 5.0 0.4 4:50.15
734 0.0 0.4 4:50.15
734 0.0 0.4 4:50.15
734 0.0 0.4 4:50.15
