Percentage served,Time in ms
0,9.591
1,18.826
2,20.247
3,21.093
4,21.572
5,21.882
6,22.098
7,22.267
8,22.425
9,22.569
10,22.701
11,22.819
12,22.927
13,23.030
14,23.128
15,23.227
16,23.315
17,23.400
18,23.484
19,23.572
20,23.661
21,23.745
22,23.832
23,23.911
24,23.996
25,24.077
26,24.157
27,24.242
28,24.331
29,24.418
30,24.503
31,24.595
32,24.686
33,24.781
34,24.872
35,24.970
36,25.069
37,25.162
38,25.255
39,25.346
40,25.438
41,25.536
42,25.634
43,25.736
44,25.847
45,25.962
46,26.075
47,26.195
48,26.326
49,26.457
50,26.590
51,26.742
52,26.906
53,27.084
54,27.286
55,27.487
56,27.705
57,27.938
58,28.159
59,28.390
60,28.639
61,28.918
62,29.205
63,29.518
64,29.837
65,30.215
66,30.614
67,31.026
68,31.418
69,31.809
70,32.202
71,32.605
72,33.047
73,33.546
74,34.089
75,34.736
76,35.430
77,36.124
78,36.860
79,37.601
80,38.369
81,39.063
82,39.739
83,40.452
84,41.213
85,42.187
86,43.359
87,44.655
88,46.012
89,47.535
90,49.608
91,52.460
92,56.192
93,88.078
94,237.991
95,244.507
96,254.553
97,1013.824
98,1040.859
99,1054.421
100,3055.607
