Percentage served,Time in ms
0,1.160
1,21.067
2,30.178
3,37.048
4,41.363
5,43.987
6,46.140
7,47.528
8,48.789
9,49.867
10,50.897
11,51.840
12,52.681
13,53.493
14,54.268
15,55.034
16,55.839
17,56.641
18,57.389
19,58.121
20,58.780
21,59.379
22,59.891
23,60.339
24,60.765
25,61.226
26,61.649
27,62.088
28,62.546
29,62.984
30,63.437
31,63.870
32,64.283
33,64.691
34,65.124
35,65.557
36,66.003
37,66.455
38,66.949
39,67.391
40,67.841
41,68.315
42,68.817
43,69.288
44,69.753
45,70.252
46,70.744
47,71.202
48,71.662
49,72.173
50,72.707
51,73.286
52,73.854
53,74.479
54,75.119
55,75.788
56,76.491
57,77.168
58,77.835
59,78.600
60,79.265
61,79.846
62,80.480
63,81.134
64,81.802
65,82.430
66,83.061
67,83.680
68,84.357
69,85.093
70,85.789
71,86.463
72,87.275
73,88.084
74,88.859
75,89.638
76,90.404
77,91.170
78,91.848
79,92.577
80,93.405
81,94.353
82,95.482
83,96.717
84,98.194
85,99.612
86,101.087
87,102.376
88,103.679
89,105.677
90,107.743
91,109.898
92,112.277
93,114.769
94,117.209
95,119.598
96,122.621
97,128.629
98,290.908
99,352.566
100,1659.998
