714 16.7 0.3 0:47.35
714 22.2 0.3 0:47.48
714 15.8 0.3 0:47.63
714 22.2 0.3 0:47.78
714 22.2 0.3 0:47.92
714 21.1 0.3 0:48.07
714 9.5 0.3 0:48.22
714 15.8 0.3 0:48.36
714 11.1 0.3 0:48.50
KiB used, 371432 buff/cache
KiB used, 371436 buff/cache
KiB used, 371436 buff/cache
KiB used, 371436 buff/cache
KiB used, 371436 buff/cache
KiB used, 371436 buff/cache
KiB used, 371436 buff/cache
KiB used, 371436 buff/cache
KiB used, 371436 buff/cache
KiB used, 371436 buff/cache
